day,lunar_day_name,lunar_day,week_day,week_day_name,day_type,day_type_id
20180309,正月廿二日,0122,5,星期五,工作日,2
20180310,正月廿三日,0123,6,星期六,双休日,3
20180311,正月廿四日,0124,7,星期天,双休日,3
20180312,正月廿五日,0125,1,星期一,工作日,2
20180313,正月廿六日,0126,2,星期二,工作日,2
20180314,正月廿七日,0127,3,星期三,工作日,2
20180315,正月廿八日,0128,4,星期四,工作日,2
20180316,正月廿九日,0129,5,星期五,工作日,2
20180317,二月初一,0201,6,星期六,双休日,3
20180318,二月初二,0202,7,星期天,双休日,3
20180319,二月初三,0203,1,星期一,工作日,2
20180320,二月初四,0204,2,星期二,工作日,2
20180321,二月初五,0205,3,星期三,工作日,2
20180322,二月初六,0206,4,星期四,工作日,2
20180323,二月初七,0207,5,星期五,工作日,2
20180324,二月初八,0208,6,星期六,双休日,3
20180325,二月初九,0209,7,星期天,双休日,3
20180326,二月初十,0210,1,星期一,工作日,2
20180327,二月十一日,0211,2,星期二,工作日,2
20180328,二月十二日,0212,3,星期三,工作日,2
20180329,二月十三日,0213,4,星期四,工作日,2
20180330,二月十四日,0214,5,星期五,工作日,2
20180331,二月十五日,0215,6,星期六,双休日,3
20180401,二月十六日,0216,7,星期天,双休日,3
20180402,二月十七日,0217,1,星期一,工作日,2
20180403,二月十八日,0218,2,星期二,工作日,2
20180404,二月十九日,0219,3,星期三,工作日,2
20180405,二月二十日,0220,4,星期四,节假日,1
20180406,二月廿一日,0221,5,星期五,节假日,1
20180407,二月廿二日,0222,6,星期六,节假日,1
20180408,二月廿三日,0223,7,星期天,工作日,2
20180409,二月廿四日,0224,1,星期一,工作日,2
20180410,二月廿五日,0225,2,星期二,工作日,2
20180411,二月廿六日,0226,3,星期三,工作日,2
20180412,二月廿七日,0227,4,星期四,工作日,2
20180413,二月廿八日,0228,5,星期五,工作日,2
20180414,二月廿九日,0229,6,星期六,双休日,3
20180415,二月三十日,0230,7,星期天,双休日,3
20180416,三月初一,0301,1,星期一,工作日,2
20180417,三月初二,0302,2,星期二,工作日,2
20180418,三月初三,0303,3,星期三,工作日,2
20180419,三月初四,0304,4,星期四,工作日,2
20180420,三月初五,0305,5,星期五,工作日,2
20180421,三月初六,0306,6,星期六,双休日,3
20180422,三月初七,0307,7,星期天,双休日,3
20180423,三月初八,0308,1,星期一,工作日,2
20180424,三月初九,0309,2,星期二,工作日,2
20180425,三月初十,0310,3,星期三,工作日,2
20180426,三月十一日,0311,4,星期四,工作日,2
20180427,三月十二日,0312,5,星期五,工作日,2
20180428,三月十三日,0313,6,星期六,工作日,2
20180429,三月十四日,0314,7,星期天,节假日,1
20180430,三月十五日,0315,1,星期一,节假日,1
20180501,三月十六日,0316,2,星期二,节假日,1
20180502,三月十七日,0317,3,星期三,工作日,2
20180503,三月十八日,0318,4,星期四,工作日,2
20180504,三月十九日,0319,5,星期五,工作日,2
20180505,三月二十日,0320,6,星期六,双休日,3
20180506,三月廿一日,0321,7,星期天,双休日,3
20180507,三月廿二日,0322,1,星期一,工作日,2
20180508,三月廿三日,0323,2,星期二,工作日,2
20180509,三月廿四日,0324,3,星期三,工作日,2
20180510,三月廿五日,0325,4,星期四,工作日,2
20180511,三月廿六日,0326,5,星期五,工作日,2
20180512,三月廿七日,0327,6,星期六,双休日,3
20180513,三月廿八日,0328,7,星期天,节假日,1
20180514,三月廿九日,0329,1,星期一,工作日,2
20180515,四月初一,0401,2,星期二,工作日,2
20180516,四月初二,0402,3,星期三,工作日,2
20180517,四月初三,0403,4,星期四,工作日,2
20180518,四月初四,0404,5,星期五,工作日,2
20180519,四月初五,0405,6,星期六,双休日,3
20180520,四月初六,0406,7,星期天,节假日,1
20180521,四月初七,0407,1,星期一,工作日,2
20180522,四月初八,0408,2,星期二,工作日,2
20180523,四月初九,0409,3,星期三,工作日,2
20180524,四月初十,0410,4,星期四,工作日,2
20180525,四月十一日,0411,5,星期五,工作日,2
20180526,四月十二日,0412,6,星期六,双休日,3
20180527,四月十三日,0413,7,星期天,双休日,3
20180528,四月十四日,0414,1,星期一,工作日,2
20180529,四月十五日,0415,2,星期二,工作日,2
20180530,四月十六日,0416,3,星期三,工作日,2
20180531,四月十七日,0417,4,星期四,工作日,2
20180601,四月十八日,0418,5,星期五,工作日(节日),4
20180602,四月十九日,0419,6,星期六,双休日,3
20180603,四月二十日,0420,7,星期天,双休日,3
20180604,四月廿一日,0421,1,星期一,工作日,2
20180605,四月廿二日,0422,2,星期二,工作日,2
20180606,四月廿三日,0423,3,星期三,工作日,2
20180607,四月廿四日,0424,4,星期四,工作日,2
20180608,四月廿五日,0425,5,星期五,工作日,2
20180609,四月廿六日,0426,6,星期六,双休日,3
20180610,四月廿七日,0427,7,星期天,双休日,3
20180611,四月廿八日,0428,1,星期一,工作日,2
20180612,四月廿九日,0429,2,星期二,工作日,2
20180613,四月三十日,0430,3,星期三,工作日,2
20180614,五月初一,0501,4,星期四,工作日,2
20180615,五月初二,0502,5,星期五,工作日,2
20180616,五月初三,0503,6,星期六,节假日,1
20180617,五月初四,0504,7,星期天,节假日,1
20180618,五月初五,0505,1,星期一,节假日,1
20180619,五月初六,0506,2,星期二,工作日,2
20180620,五月初七,0507,3,星期三,工作日,2
20180621,五月初八,0508,4,星期四,工作日,2
20180622,五月初九,0509,5,星期五,工作日,2
20180623,五月初十,0510,6,星期六,双休日,3
20180624,五月十一日,0511,7,星期天,双休日,3
20180625,五月十二日,0512,1,星期一,工作日,2
20180626,五月十三日,0513,2,星期二,工作日,2
20180627,五月十四日,0514,3,星期三,工作日,2
20180628,五月十五日,0515,4,星期四,工作日,2
20180629,五月十六日,0516,5,星期五,工作日,2
20180630,五月十七日,0517,6,星期六,双休日,3
20180701,五月十八日,0518,7,星期天,双休日,3
20180702,五月十九日,0519,1,星期一,工作日,2
20180703,五月二十日,0520,2,星期二,工作日,2
20180704,五月廿一日,0521,3,星期三,工作日,2
20180705,五月廿二日,0522,4,星期四,工作日,2
20180706,五月廿三日,0523,5,星期五,工作日,2
20180707,五月廿四日,0524,6,星期六,双休日,3
20180708,五月廿五日,0525,7,星期天,双休日,3
20180709,五月廿六日,0526,1,星期一,工作日,2
20180710,五月廿七日,0527,2,星期二,工作日,2
20180711,五月廿八日,0528,3,星期三,工作日,2
20180712,五月廿九日,0529,4,星期四,工作日,2
20180713,六月初一,0601,5,星期五,工作日,2
20180714,六月初二,0602,6,星期六,双休日,3
20180715,六月初三,0603,7,星期天,双休日,3
20180716,六月初四,0604,1,星期一,工作日,2
20180717,六月初五,0605,2,星期二,工作日,2
20180718,六月初六,0606,3,星期三,工作日,2
20180719,六月初七,0607,4,星期四,工作日,2
20180720,六月初八,0608,5,星期五,工作日,2
20180721,六月初九,0609,6,星期六,双休日,3
20180722,六月初十,0610,7,星期天,双休日,3
20180723,六月十一日,0611,1,星期一,工作日,2
20180724,六月十二日,0612,2,星期二,工作日,2
20180725,六月十三日,0613,3,星期三,工作日,2
20180726,六月十四日,0614,4,星期四,工作日,2
20180727,六月十五日,0615,5,星期五,工作日,2
20180728,六月十六日,0616,6,星期六,双休日,3
20180729,六月十七日,0617,7,星期天,双休日,3
20180730,六月十八日,0618,1,星期一,工作日,2
20180731,六月十九日,0619,2,星期二,工作日,2
20180801,六月二十日,0620,3,星期三,工作日,2
20180802,六月廿一日,0621,4,星期四,工作日,2
20180803,六月廿二日,0622,5,星期五,工作日,2
20180804,六月廿三日,0623,6,星期六,双休日,3
20180805,六月廿四日,0624,7,星期天,双休日,3
20180806,六月廿五日,0625,1,星期一,工作日,2
20180807,六月廿六日,0626,2,星期二,工作日,2
20180808,六月廿七日,0627,3,星期三,工作日,2
20180809,六月廿八日,0628,4,星期四,工作日,2
20180810,六月廿九日,0629,5,星期五,工作日,2
20180811,七月初一,0701,6,星期六,双休日,3
20180812,七月初二,0702,7,星期天,双休日,3
20180813,七月初三,0703,1,星期一,工作日,2
20180814,七月初四,0704,2,星期二,工作日,2
20180815,七月初五,0705,3,星期三,工作日,2
20180816,七月初六,0706,4,星期四,工作日,2
20180817,七月初七,0707,5,星期五,工作日(节日),4
20180818,七月初八,0708,6,星期六,双休日,3
20180819,七月初九,0709,7,星期天,双休日,3
20180820,七月初十,0710,1,星期一,工作日,2
20180821,七月十一日,0711,2,星期二,工作日,2
20180822,七月十二日,0712,3,星期三,工作日,2
20180823,七月十三日,0713,4,星期四,工作日,2
20180824,七月十四日,0714,5,星期五,工作日,2
20180825,七月十五日,0715,6,星期六,双休日,3
20180826,七月十六日,0716,7,星期天,双休日,3
20180827,七月十七日,0717,1,星期一,工作日,2
20180828,七月十八日,0718,2,星期二,工作日,2
20180829,七月十九日,0719,3,星期三,工作日,2
20180830,七月二十日,0720,4,星期四,工作日,2
20180831,七月廿一日,0721,5,星期五,工作日,2
20180901,七月廿二日,0722,6,星期六,双休日,3
20180902,七月廿三日,0723,7,星期天,双休日,3
20180903,七月廿四日,0724,1,星期一,工作日,2
20180904,七月廿五日,0725,2,星期二,工作日,2
20180905,七月廿六日,0726,3,星期三,工作日,2
20180906,七月廿七日,0727,4,星期四,工作日,2
20180907,七月廿八日,0728,5,星期五,工作日,2
20180908,七月廿九日,0729,6,星期六,双休日,3
20180909,七月三十日,0730,7,星期天,双休日,3
20180910,八月初一,0801,1,星期一,工作日,2
20180911,八月初二,0802,2,星期二,工作日,2
20180912,八月初三,0803,3,星期三,工作日,2
20180913,八月初四,0804,4,星期四,工作日,2
20180914,八月初五,0805,5,星期五,工作日,2
20180915,八月初六,0806,6,星期六,双休日,3
20180916,八月初七,0807,7,星期天,双休日,3
20180917,八月初八,0808,1,星期一,工作日,2
20180918,八月初九,0809,2,星期二,工作日,2
20180919,八月初十,0810,3,星期三,工作日,2
20180920,八月十一日,0811,4,星期四,工作日,2
20180921,八月十二日,0812,5,星期五,工作日,2
20180922,八月十三日,0813,6,星期六,节假日,1
20180923,八月十四日,0814,7,星期天,节假日,1
20180924,八月十五日,0815,1,星期一,节假日,1
20180925,八月十六日,0816,2,星期二,工作日,2
20180926,八月十七日,0817,3,星期三,工作日,2
20180927,八月十八日,0818,4,星期四,工作日,2
20180928,八月十九日,0819,5,星期五,工作日,2
20180929,八月二十日,0820,6,星期六,工作日,2
20180930,八月廿一日,0821,7,星期天,工作日,2
20181001,八月廿二日,0822,1,星期一,节假日,1
20181002,八月廿三日,0823,2,星期二,节假日,1
20181003,八月廿四日,0824,3,星期三,节假日,1
20181004,八月廿五日,0825,4,星期四,节假日,1
20181005,八月廿六日,0826,5,星期五,节假日,1
20181006,八月廿七日,0827,6,星期六,节假日,1
20181007,八月廿八日,0828,7,星期天,节假日,1
20181008,八月廿九日,0829,1,星期一,工作日,2
20181009,九月初一,0901,2,星期二,工作日,2
20181010,九月初二,0902,3,星期三,工作日,2
20181011,九月初三,0903,4,星期四,工作日,2
20181012,九月初四,0904,5,星期五,工作日,2
20181013,九月初五,0905,6,星期六,双休日,3
20181014,九月初六,0906,7,星期天,双休日,3
20181015,九月初七,0907,1,星期一,工作日,2
20181016,九月初八,0908,2,星期二,工作日,2
20181017,九月初九,0909,3,星期三,工作日(节日),4
20181018,九月初十,0910,4,星期四,工作日,2
20181019,九月十一日,0911,5,星期五,工作日,2
20181020,九月十二日,0912,6,星期六,双休日,3
20181021,九月十三日,0913,7,星期天,双休日,3
20181022,九月十四日,0914,1,星期一,工作日,2
20181023,九月十五日,0915,2,星期二,工作日,2
20181024,九月十六日,0916,3,星期三,工作日,2
20181025,九月十七日,0917,4,星期四,工作日,2
20181026,九月十八日,0918,5,星期五,工作日,2
20181027,九月十九日,0919,6,星期六,双休日,3
20181028,九月二十日,0920,7,星期天,双休日,3
20181029,九月廿一日,0921,1,星期一,工作日,2
20181030,九月廿二日,0922,2,星期二,工作日,2
20181031,九月廿三日,0923,3,星期三,工作日,2
20181101,九月廿四日,0924,4,星期四,工作日,2
20181102,九月廿五日,0925,5,星期五,工作日,2
20181103,九月廿六日,0926,6,星期六,双休日,3
20181104,九月廿七日,0927,7,星期天,双休日,3
20181105,九月廿八日,0928,1,星期一,工作日,2
20181106,九月廿九日,0929,2,星期二,工作日,2
20181107,九月三十日,0930,3,星期三,工作日,2
20181108,十月初一,1001,4,星期四,工作日,2
20181109,十月初二,1002,5,星期五,工作日,2
20181110,十月初三,1003,6,星期六,双休日,3
20181111,十月初四,1004,7,星期天,双休日,3
20181112,十月初五,1005,1,星期一,工作日,2
20181113,十月初六,1006,2,星期二,工作日,2
20181114,十月初七,1007,3,星期三,工作日,2
20181115,十月初八,1008,4,星期四,工作日,2
20181116,十月初九,1009,5,星期五,工作日,2
20181117,十月初十,1010,6,星期六,双休日,3
20181118,十月十一日,1011,7,星期天,双休日,3
20181119,十月十二日,1012,1,星期一,工作日,2
20181120,十月十三日,1013,2,星期二,工作日,2
20181121,十月十四日,1014,3,星期三,工作日,2
20181122,十月十五日,1015,4,星期四,工作日(节日),4
20181123,十月十六日,1016,5,星期五,工作日,2
20181124,十月十七日,1017,6,星期六,双休日,3
20181125,十月十八日,1018,7,星期天,双休日,3
20181126,十月十九日,1019,1,星期一,工作日,2
20181127,十月二十日,1020,2,星期二,工作日,2
20181128,十月廿一日,1021,3,星期三,工作日,2
20181129,十月廿二日,1022,4,星期四,工作日,2
20181130,十月廿三日,1023,5,星期五,工作日,2
20181201,十月廿四日,1024,6,星期六,双休日,3
20181202,十月廿五日,1025,7,星期天,双休日,3
20181203,十月廿六日,1026,1,星期一,工作日,2
20181204,十月廿七日,1027,2,星期二,工作日,2
20181205,十月廿八日,1028,3,星期三,工作日,2
20181206,十月廿九日,1029,4,星期四,工作日,2
20181207,十一月初一,1101,5,星期五,工作日,2
20181208,十一月初二,1102,6,星期六,双休日,3
20181209,十一月初三,1103,7,星期天,双休日,3
20181210,十一月初四,1104,1,星期一,工作日,2
20181211,十一月初五,1105,2,星期二,工作日,2
20181212,十一月初六,1106,3,星期三,工作日,2
20181213,十一月初七,1107,4,星期四,工作日,2
20181214,十一月初八,1108,5,星期五,工作日,2
20181215,十一月初九,1109,6,星期六,双休日,3
20181216,十一月初十,1110,7,星期天,双休日,3
20181217,十一月十一日,1111,1,星期一,工作日,2
20181218,十一月十二日,1112,2,星期二,工作日,2
20181219,十一月十三日,1113,3,星期三,工作日,2
20181220,十一月十四日,1114,4,星期四,工作日,2
20181221,十一月十五日,1115,5,星期五,工作日,2
20181222,十一月十六日,1116,6,星期六,双休日,3
20181223,十一月十七日,1117,7,星期天,双休日,3
20181224,十一月十八日,1118,1,星期一,工作日(节日),4
20181225,十一月十九日,1119,2,星期二,工作日(节日),4
20181226,十一月二十日,1120,3,星期三,工作日,2
20181227,十一月廿一日,1121,4,星期四,工作日,2
20181228,十一月廿二日,1122,5,星期五,工作日,2
20181229,十一月廿三日,1123,6,星期六,工作日,2
20181230,十一月廿四日,1124,7,星期天,节假日,1
20181231,十一月廿五日,1125,1,星期一,节假日,1
20190101,十一月廿六日,1126,2,星期二,节假日,1
20190102,十一月廿七日,1127,3,星期三,工作日,2
20190103,十一月廿八日,1128,4,星期四,工作日,2
20190104,十一月廿九日,1129,5,星期五,工作日,2
20190105,十一月三十日,1130,6,星期六,双休日,3
20190106,十二月初一,1201,7,星期天,双休日,3
20190107,十二月初二,1202,1,星期一,工作日,2
20190108,十二月初三,1203,2,星期二,工作日,2
20190109,十二月初四,1204,3,星期三,工作日,2
20190110,十二月初五,1205,4,星期四,工作日,2
20190111,十二月初六,1206,5,星期五,工作日,2
20190112,十二月初七,1207,6,星期六,双休日,3
20190113,十二月初八,1208,7,星期天,节假日,1
20190114,十二月初九,1209,1,星期一,工作日,2
20190115,十二月初十,1210,2,星期二,工作日,2
20190116,十二月十一日,1211,3,星期三,工作日,2
20190117,十二月十二日,1212,4,星期四,工作日,2
20190118,十二月十三日,1213,5,星期五,工作日,2
20190119,十二月十四日,1214,6,星期六,双休日,3
20190120,十二月十五日,1215,7,星期天,双休日,3
20190121,十二月十六日,1216,1,星期一,工作日,2
20190122,十二月十七日,1217,2,星期二,工作日,2
20190123,十二月十八日,1218,3,星期三,工作日,2
20190124,十二月十九日,1219,4,星期四,工作日,2
20190125,十二月二十日,1220,5,星期五,工作日,2
20190126,十二月廿一日,1221,6,星期六,双休日,3
20190127,十二月廿二日,1222,7,星期天,双休日,3
20190128,十二月廿三日,1223,1,星期一,工作日,2
20190129,十二月廿四日,1224,2,星期二,工作日,2
20190130,十二月廿五日,1225,3,星期三,工作日,2
20190131,十二月廿六日,1226,4,星期四,工作日,2
20190201,十二月廿七日,1227,5,星期五,工作日,2
20190202,十二月廿八日,1228,6,星期六,工作日,2
20190203,十二月廿九日,1229,7,星期天,工作日,2
20190204,十二月三十日,1230,1,星期一,节假日,1
20190205,正月初一,0101,2,星期二,节假日,1
20190206,正月初二,0102,3,星期三,节假日,1
20190207,正月初三,0103,4,星期四,节假日,1
20190208,正月初四,0104,5,星期五,节假日,1
20190209,正月初五,0105,6,星期六,节假日,1
20190210,正月初六,0106,7,星期天,节假日,1
20190211,正月初七,0107,1,星期一,工作日,2
20190212,正月初八,0108,2,星期二,工作日,2
20190213,正月初九,0109,3,星期三,工作日,2
20190214,正月初十,0110,4,星期四,工作日(节日),4
20190215,正月十一日,0111,5,星期五,工作日,2
20190216,正月十二日,0112,6,星期六,双休日,3
20190217,正月十三日,0113,7,星期天,双休日,3
20190218,正月十四日,0114,1,星期一,工作日,2
20190219,正月十五日,0115,2,星期二,工作日(节日),4
20190220,正月十六日,0116,3,星期三,工作日,2
20190221,正月十七日,0117,4,星期四,工作日,2
20190222,正月十八日,0118,5,星期五,工作日,2
20190223,正月十九日,0119,6,星期六,双休日,3
20190224,正月二十日,0120,7,星期天,双休日,3
20190225,正月廿一日,0121,1,星期一,工作日,2
20190226,正月廿二日,0122,2,星期二,工作日,2
20190227,正月廿三日,0123,3,星期三,工作日,2
20190228,正月廿四日,0124,4,星期四,工作日,2
20190301,正月廿五日,0125,5,星期五,工作日,2
20190302,正月廿六日,0126,6,星期六,双休日,3
20190303,正月廿七日,0127,7,星期天,双休日,3
20190304,正月廿八日,0128,1,星期一,工作日,2
20190305,正月廿九日,0129,2,星期二,工作日,2
20190306,正月三十日,0130,3,星期三,工作日,2
20190307,二月初一,0201,4,星期四,工作日,2
20190308,二月初二,0202,5,星期五,工作日(节日),4
20190309,二月初三,0203,6,星期六,双休日,3
20190310,二月初四,0204,7,星期天,双休日,3
20190311,二月初五,0205,1,星期一,工作日,2
20190312,二月初六,0206,2,星期二,工作日,2
20190313,二月初七,0207,3,星期三,工作日,2
20190314,二月初八,0208,4,星期四,工作日,2
20190315,二月初九,0209,5,星期五,工作日,2
20190316,二月初十,0210,6,星期六,双休日,3
20190317,二月十一日,0211,7,星期天,双休日,3
20190318,二月十二日,0212,1,星期一,工作日,2
20190319,二月十三日,0213,2,星期二,工作日,2
20190320,二月十四日,0214,3,星期三,工作日,2
20190321,二月十五日,0215,4,星期四,工作日,2
20190322,二月十六日,0216,5,星期五,工作日,2
20190323,二月十七日,0217,6,星期六,双休日,3
20190324,二月十八日,0218,7,星期天,双休日,3
20190325,二月十九日,0219,1,星期一,工作日,2
20190326,二月二十日,0220,2,星期二,工作日,2
20190327,二月廿一日,0221,3,星期三,工作日,2
20190328,二月廿二日,0222,4,星期四,工作日,2
20190329,二月廿三日,0223,5,星期五,工作日,2
20190330,二月廿四日,0224,6,星期六,双休日,3
20190331,二月廿五日,0225,7,星期天,双休日,3
20190401,二月廿六日,0226,1,星期一,工作日,2
20190402,二月廿七日,0227,2,星期二,工作日,2
20190403,二月廿八日,0228,3,星期三,工作日,2
20190404,二月廿九日,0229,4,星期四,节假日,1
20190405,三月初一,0301,5,星期五,节假日,1
20190406,三月初二,0302,6,星期六,双休日,3
20190407,三月初三,0303,7,星期天,节假日,1
20190408,三月初四,0304,1,星期一,工作日,2
20190409,三月初五,0305,2,星期二,工作日,2
20190410,三月初六,0306,3,星期三,工作日,2
20190411,三月初七,0307,4,星期四,工作日,2
20190412,三月初八,0308,5,星期五,工作日,2
20190413,三月初九,0309,6,星期六,双休日,3
20190414,三月初十,0310,7,星期天,双休日,3
20190415,三月十一日,0311,1,星期一,工作日,2
20190416,三月十二日,0312,2,星期二,工作日,2
20190417,三月十三日,0313,3,星期三,工作日,2
20190418,三月十四日,0314,4,星期四,工作日,2
20190419,三月十五日,0315,5,星期五,工作日,2
20190420,三月十六日,0316,6,星期六,双休日,3
20190421,三月十七日,0317,7,星期天,双休日,3
20190422,三月十八日,0318,1,星期一,工作日,2
20190423,三月十九日,0319,2,星期二,工作日,2
20190424,三月二十日,0320,3,星期三,工作日,2
20190425,三月廿一日,0321,4,星期四,工作日,2
20190426,三月廿二日,0322,5,星期五,工作日,2
20190427,三月廿三日,0323,6,星期六,双休日,3
20190428,三月廿四日,0324,7,星期天,工作日,2
20190429,三月廿五日,0325,1,星期一,工作日,2
20190430,三月廿六日,0326,2,星期二,工作日,2
20190501,三月廿七日,0327,3,星期三,节假日,1
20190502,三月廿八日,0328,4,星期四,节假日,1
20190503,三月廿九日,0329,5,星期五,节假日,1
20190504,三月三十日,0330,6,星期六,节假日,1
20190505,四月初一,0401,7,星期天,工作日,2
20190506,四月初二,0402,1,星期一,工作日,2
20190507,四月初三,0403,2,星期二,工作日,2
20190508,四月初四,0404,3,星期三,工作日,2
20190509,四月初五,0405,4,星期四,工作日,2
20190510,四月初六,0406,5,星期五,工作日,2
20190511,四月初七,0407,6,星期六,双休日,3
20190512,四月初八,0408,7,星期天,节假日,1
20190513,四月初九,0409,1,星期一,工作日,2
20190514,四月初十,0410,2,星期二,工作日,2
20190515,四月十一日,0411,3,星期三,工作日,2
20190516,四月十二日,0412,4,星期四,工作日,2
20190517,四月十三日,0413,5,星期五,工作日,2
20190518,四月十四日,0414,6,星期六,双休日,3
