current	next	wind	temp	tianqi	紫外线指数	旅游指数	穿衣指数	晾晒指数	舒适度指数	晨练指数
20170101	20170102	西南风 2级	"['7℃', '1℃']"	霾	很弱	不适宜	较冷	不适宜	较冷	不宜
20170102	20170103	东南风 1级	"['8℃', '1℃']"	霾	很弱	适宜	较冷	较适宜	较冷	适宜
20170103	20170104	东北风 1级	"['8℃', '0℃']"	霾	很弱	适宜	较冷	较不宜	较冷	较适宜
20170104	20170105	东北风 1级	"['9℃', '3℃']"	霾	很弱	适宜	冷	不适宜	较舒适	较不宜
20170105	20170106	东北风 2级	"['6℃', '4℃']"	小雨	很弱	适宜	冷	不适宜	较舒适	较不宜
20170106	20170107	西风 1级	"['5℃', '2℃']"	小雨	很弱	适宜	冷	较适宜	较舒适	较不宜
20170107	20170108	南风 1级	"['6℃', '-1℃']"	阴	很弱	适宜	冷	较适宜	较舒适	适宜
20170108	20170109	西北风 1级	"['6℃', '-1℃']"	多云	很弱	适宜	冷	较适宜	较舒适	适宜
20170109	20170110	西北风 2级	"['5℃', '0℃']"	阴	很弱	适宜	冷	较不宜	较舒适	较适宜
20170110	20170111	西风 3级	"['4℃', '0℃']"	阴	很弱	适宜	冷	较适宜	较舒适	适宜
20170111	20170112	西南风 2级	"['7℃', '-2℃']"	多云	中等	适宜	较冷	较适宜	较冷	适宜
20170112	20170113	西南风 2级	"['8℃', '-2℃']"	晴	中等	适宜	较冷	较适宜	较冷	适宜
20170113	20170114	北风 1级	"['8℃', '-2℃']"	晴	很弱	适宜	较冷	较适宜	较冷	适宜
20170114	20170115	北风 2级	"['7℃', '-1℃']"	多云	很弱	适宜	冷	较适宜	较舒适	适宜
20170115	20170116	南风 1级	"['5℃', '-1℃']"	霾	很弱	不适宜	冷	不适宜	较舒适	不宜
20170116	20170117	东北风 2级	"['4℃', '-2℃']"	霾	很弱	不适宜	冷	不适宜	较舒适	不宜
20170117	20170118	东北风 2级	"['5℃', '-1℃']"	霾	很弱	不适宜	冷	不适宜	较舒适	不宜
20170118	20170119	西北风 1级	"['5℃', '-3℃']"	阴	弱	适宜	冷	较适宜	较舒适	适宜
20170119	20170120	东风 2级	"['4℃', '-5℃']"	晴	很弱	较适宜	冷	较适宜	较舒适	适宜
20170120	20170121	西风 2级	"['3℃', '-3℃']"	多云	中等	较适宜	较冷	较适宜	较冷	适宜
20170121	20170122	东北风 2级	"['7℃', '-1℃']"	晴	中等	适宜	较冷	较适宜	较冷	适宜
20170122	20170123	东风 2级	"['8℃', '-1℃']"	晴	中等	适宜	较冷	较适宜	较冷	适宜
20170123	20170124	西北风 1级	"['8℃', '-2℃']"	多云	很弱	适宜	冷	较不宜	较舒适	较适宜
20170124	20170125	西北风 1级	"['8℃', '-1℃']"	阴	很弱	适宜	较冷	较适宜	较冷	适宜
20170125	20170126	西风 1级	"['9℃', '1℃']"	多云	很弱	适宜	冷	较适宜	较舒适	适宜
20170126	20170127	南风 1级	"['7℃', '-2℃']"	多云	很弱	适宜	冷	较适宜	较舒适	适宜
20170127	20170128	东风 3级	"['7℃', '0℃']"	多云	很弱	适宜	冷	较不宜	较舒适	较适宜
20170128	20170129	西南风 2级	"['6℃', '0℃']"	阴	很弱	适宜	冷	较适宜	较舒适	适宜
20170129	20170130	东风 2级	"['4℃', '-3℃']"	多云	很弱	较适宜	冷	较不宜	较舒适	较适宜
20170130	20170131	东北风 2级	"['4℃', '-2℃']"	多云	很弱	较适宜	冷	较适宜	较舒适	适宜
20170131	20170201	东南风 2级	"['3℃', '-1℃']"	阴	很弱	较适宜	冷	较不宜	较舒适	较适宜
20170201	20170202	东北风 3级	"['6℃', '-1℃']"	多云	很弱	较适宜	冷	较适宜	较舒适	较适宜
20170202	20170203	东风 2级	"['6℃', '0℃']"	阴	很弱	较适宜	较冷	较适宜	较冷	较适宜
20170203	20170204	西北风 1级	"['8℃', '-1℃']"	多云	中等	较适宜	较冷	较适宜	较冷	适宜
20170204	20170205	东北风 2级	"['9℃', '0℃']"	晴	很弱	适宜	较冷	较适宜	较冷	适宜
20170205	20170206	西南风 2级	"['11℃', '1℃']"	晴	很弱	适宜	冷	较不宜	较舒适	较适宜
20170206	20170207	东风 4级	"['6℃', '2℃']"	阴	很弱	较适宜	冷	不适宜	较舒适	较不宜
20170207	20170208	北风 1级	"['3℃', '0℃']"	雨夹雪	很弱	适宜	较冷	较适宜	较冷	较不宜
20170208	20170209	南风 2级	"['5℃', '-3℃']"	阴	中等	适宜	较冷	较适宜	较冷	较适宜
20170209	20170210	东风 1级	"['5℃', '-3℃']"	晴	很弱	适宜	较冷	较适宜	较冷	较不宜
20170210	20170211	西风 1级	"['7℃', '-2℃']"	多云	中等	适宜	较冷	较适宜	较冷	适宜
20170211	20170212	东北风 2级	"['9℃', '-1℃']"	晴	中等	适宜	较冷	较适宜	较冷	适宜
20170212	20170213	东风 1级	"['12℃', '0℃']"	晴	很弱	适宜	较冷	较适宜	较冷	适宜
20170213	20170214	西南风 2级	"['12℃', '2℃']"	多云	很弱	适宜	较冷	较不宜	较冷	较适宜
20170214	20170215	东风 2级	"['13℃', '3℃']"	阴	很弱	适宜	较冷	较适宜	较冷	适宜
20170215	20170216	东南风 1级	"['15℃', '3℃']"	多云	弱	适宜	较冷	适宜	较冷	适宜
20170216	20170217	南风 1级	"['15℃', '2℃']"	晴	很弱	适宜	较冷	较适宜	较冷	适宜
20170217	20170218	东北风 2级	"['14℃', '2℃']"	晴	中等	适宜	较冷	适宜	较冷	适宜
20170218	20170219	东北风 1级	"['17℃', '4℃']"	晴	中等	适宜	较冷	较适宜	较冷	适宜
20170219	20170220	东北风 1级	"['18℃', '4℃']"	晴	很弱	适宜	较冷	不适宜	较冷	较不宜
20170220	20170221	东风 4级	"['11℃', '0℃']"	阴	很弱	适宜	冷	不适宜	较舒适	较不宜
20170221	20170222	西北风 1级	"['2℃', '-1℃']"	中雪	很弱	适宜	冷	较适宜	较舒适	较适宜
20170222	20170223	东风 1级	"['7℃', '-1℃']"	阴	很弱	适宜	较冷	较适宜	较冷	适宜
20170223	20170224	东风 2级	"['8℃', '0℃']"	多云	很弱	适宜	较冷	较适宜	较冷	适宜
20170224	20170225	北风 1级	"['11℃', '0℃']"	晴	中等	适宜	较冷	较适宜	较冷	适宜
20170225	20170226	东北风 2级	"['11℃', '1℃']"	多云	中等	适宜	较冷	较适宜	较冷	适宜
20170226	20170227	东北风 2级	"['14℃', '1℃']"	晴	中等	适宜	较冷	较适宜	较冷	适宜
20170227	20170228	东风 1级	"['13℃', '2℃']"	多云	很弱	适宜	较冷	较适宜	较冷	适宜
20170228	20170301	东风 2级	"['13℃', '1℃']"	阴	中等	适宜	较冷	较适宜	较冷	适宜
20170301	20170302	西北风 3级	"['12℃', '0℃']"	晴	很弱	适宜	较冷	较适宜	较冷	较不宜
20170302	20170303	东北风 3级	"['14℃', '2℃']"	多云	很弱	适宜	较冷	较适宜	较冷	较不宜
20170303	20170304	西南风 1级	"['16℃', '3℃']"	多云	弱	适宜	较冷	适宜	较冷	适宜
20170304	20170305	东北风 3级	"['16℃', '4℃']"	多云					较舒适	
20170305	20170306	南风 1级	"['14℃', '3℃']"	阴	很弱	适宜	较冷	较适宜	较冷	适宜
20170306	20170307	西风 2级	"['13℃', '2℃']"	多云	很弱		较冷	较不宜	较冷	较适宜
20170307	20170308	西风 2级	"['13℃', '2℃']"	多云	很弱	适宜	较冷	较适宜	较冷	适宜
20170308	20170309	东风 2级	"['13℃', '2℃']"	晴	很弱	适宜	较冷	较适宜	较冷	适宜
20170309	20170310	东南风 1级	"['14℃', '4℃']"	多云	很弱	适宜	较冷	较不宜	较冷	较适宜
20170310	20170311	东北风 1级	"['14℃', '5℃']"	阴	很弱	适宜	较冷	较不宜	较冷	较适宜
20170311	20170312	西南风 2级	"['14℃', '7℃']"	阴	很弱	不建议	冷	不适宜	较舒适	不宜
20170312	20170313	东北风 3级	"['8℃', '3℃']"	中雨	很弱	不建议	冷	不适宜	较舒适	不宜
20170313	20170314	北风 1级	"['3℃', '1℃']"	小到中雨	很弱	适宜	较冷	较不宜	较冷	较适宜
20170314	20170315	东南风 2级	"['10℃', '3℃']"	阴	很弱	适宜	较冷	较不宜	较冷	较适宜
20170315	20170316	北风 1级	"['8℃', '3℃']"	阴	弱	适宜	较冷	较适宜	较冷	适宜
20170316	20170317	南风 1级	"['12℃', '3℃']"	多云	很弱	适宜	较冷	较适宜	较冷	适宜
20170317	20170318	北风 1级	"['12℃', '4℃']"	阴	很弱	适宜	较冷	较不宜	较冷	较适宜
20170318	20170319	北风 1级	"['13℃', '7℃']"	阴	很弱	适宜	较冷	不适宜	较冷	较不宜
20170319	20170320	西北风 1级	"['11℃', '4℃']"	小雨	弱	适宜	较冷	适宜	较冷	适宜
20170320	20170321	西北风 1级	"['18℃', '6℃']"	多云	很弱	适宜	较冷	较不宜	较冷	较适宜
20170321	20170322	西南风 1级	"['16℃', '7℃']"	阴	很弱	适宜	较冷	较不宜	较冷	较适宜
20170322	20170323	西南风 1级	"['16℃', '5℃']"	多云	很弱	适宜	炎热	适宜	较不舒适	适宜
20170323	20170324	南风 2级	"['12℃', '5℃']"	阵雨	弱	适宜	较冷	适宜	较冷	适宜
20170324	20170325	东北风 1级	"['16℃', '3℃']"	多云	很弱	适宜	较冷	较不宜	较冷	较适宜
20170325	20170326	北风 1级	"['16℃', '2℃']"	多云	弱	适宜	较冷	适宜	较冷	适宜
20170326	20170327	东南风 1级	"['19℃', '5℃']"	晴	中等	适宜	较冷	适宜	较冷	适宜
20170327	20170328	西风 1级	"['20℃', '7℃']"	晴	中等	适宜	较舒适	适宜	较舒适	适宜
20170328	20170329	西北风 1级	"['21℃', '7℃']"	多云	弱	适宜	较舒适	适宜	较舒适	适宜
20170329	20170330	南风 2级	"['18℃', '9℃']"	阴	很弱	适宜	较冷	较不宜	较冷	较适宜
20170330	20170331	南风 2级	"['14℃', '7℃']"	多云	很弱	适宜	较冷	较适宜	较冷	适宜
20170331	20170401	西南风 2级	"['20℃', '5℃']"	多云	弱	适宜	较冷	适宜	较冷	适宜
20170401	20170402	西风 2级	"['20℃', '7℃']"	晴	中等	适宜	较舒适	适宜	较舒适	适宜
20170402	20170403	北风 1级	"['20℃', '10℃']"	晴	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20170403	20170404	东南风 2级	"['17℃', '10℃']"	小雨	很弱	适宜	较冷	不适宜	较冷	较不宜
20170404	20170405	东南风 2级	"['21℃', '10℃']"	阴	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20170405	20170406	西北风 2级	"['22℃', '11℃']"	多云	弱	适宜	较舒适	适宜	较舒适	适宜
20170406	20170407	南风 1级	"['23℃', '12℃']"	多云	弱	适宜	较舒适	适宜	较舒适	适宜
20170407	20170408	东南风 1级	"['22℃', '13℃']"	阴	很弱	适宜	较舒适	适宜	较舒适	适宜
20170408	20170409	北风 1级	"['18℃', '12℃']"	小雨	很弱	适宜	较冷	不适宜	较冷	较不宜
20170409	20170410	北风 4级	"['13℃', '7℃']"	小雨	很弱	适宜	较冷	不适宜	较冷	不宜
20170410	20170411	东南风 2级	"['14℃', '7℃']"	小雨	很弱	适宜	较冷	不适宜	较冷	较不宜
20170411	20170412	西南风 3级	"['21℃', '9℃']"	阴	弱	适宜	较舒适	适宜	较舒适	适宜
20170412	20170413	西风 2级	"['23℃', '9℃']"	多云	弱	适宜	较舒适	适宜	较舒适	适宜
20170413	20170414	东南风 1级	"['26℃', '12℃']"	多云	中等	适宜	较舒适	适宜	较舒适	适宜
20170414	20170415	东北风 1级	"['27℃', '11℃']"	晴	强	适宜	舒适	适宜	舒适	适宜
20170415	20170416	西北风 3级	"['24℃', '12℃']"	小雨	很弱	适宜	较舒适	不适宜	较舒适	较不宜
20170416	20170417	南风 2级	"['19℃', '10℃']"	小雨	很弱	适宜	较冷	不适宜	较冷	较不宜
20170417	20170418	南风 3级	"['28℃', '13℃']"	晴	强	适宜	热	适宜	很不舒适	适宜
20170418	20170419	东南风 2级	"['29℃', '14℃']"	晴	强	适宜	热	适宜	很不舒适	适宜
20170419	20170420	南风 4级	"['19℃', '8℃']"	阴	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20170420	20170421	南风 2级	"['22℃', '10℃']"	多云	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20170421	20170422	南风 2级	"['21℃', '8℃']"	晴	中等	适宜	较舒适	适宜	较舒适	适宜
20170422	20170423	西风 2级	"['25℃', '8℃']"	晴	强	适宜	较舒适	适宜	较舒适	适宜
20170423	20170424	东风 1级	"['28℃', '13℃']"	多云	中等	适宜	舒适	适宜	舒适	适宜
20170424	20170425	东南风 2级	"['30℃', '16℃']"	多云	弱	适宜	热	适宜	很不舒适	适宜
20170425	20170426	西北风 2级	"['22℃', '11℃']"	小雨	很弱	适宜	较舒适	不适宜	较舒适	较不宜
20170426	20170427	西北风 2级	"['22℃', '12℃']"	阴	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20170427	20170428	西北风 2级	"['23℃', '10℃']"	多云	弱	适宜	较舒适	适宜	较舒适	适宜
20170428	20170429	西北风 2级	"['28℃', '12℃']"	晴	强	适宜	热	适宜	很不舒适	适宜
20170429	20170430	西北风 2级	"['29℃', '15℃']"	晴	中等	适宜	热	适宜	很不舒适	适宜
20170430	20170501	西北风 2级	"['30℃', '17℃']"	多云	中等	适宜	热	适宜	很不舒适	适宜
20170501	20170502	西北风 2级	"['30℃', '17℃']"	多云	中等	适宜	热	适宜	很不舒适	适宜
20170502	20170503	西北风 2级	"['27℃', '15℃']"	小雨	很弱	适宜	舒适	不适宜	舒适	不宜
20170503	20170504	西北风 2级	"['16℃', '10℃']"	中雨	很弱	适宜	较冷	不适宜	较冷	不宜
20170504	20170505	西北风 2级	"['24℃', '13℃']"	多云	很弱	适宜	舒适	适宜	舒适	适宜
20170505	20170506	西北风 2级	"['20℃', '12℃']"	阴	中等	适宜	较舒适	适宜	较舒适	适宜
20170506	20170507	西北风 2级	"['23℃', '12℃']"	多云	弱	适宜	舒适	适宜	舒适	适宜
20170507	20170508	西北风 2级	"['22℃', '12℃']"	阴	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20170508	20170509	南风 1级	"['28℃', '13℃']"	晴	强	适宜	热	适宜	很不舒适	适宜
20170509	20170510	西风 1级	"['29℃', '14℃']"	多云	中等	适宜	热	适宜	很不舒适	适宜
20170510	20170511	南风 3级	"['28℃', '17℃']"	阴	弱	适宜	热	较不宜	很不舒适	较适宜
20170511	20170512	南风 2级	"['31℃', '14℃']"	晴	很强	较适宜	热	适宜	很不舒适	适宜
20170512	20170513	东风 2级	"['33℃', '18℃']"	晴	很强	较适宜	炎热	适宜	较不舒适	适宜
20170513	20170514	东北风 1级	"['33℃', '19℃']"	多云	中等	适宜	炎热	适宜	较不舒适	适宜
20170514	20170515	东北风 2级	"['24℃', '14℃']"	阵雨	很弱	适宜	舒适	较不宜	舒适	较不宜
20170515	20170516	南风 2级	"['24℃', '14℃']"	阵雨	很弱	适宜	舒适	不适宜	舒适	较不宜
20170516	20170517	东风 1级	"['30℃', '15℃']"	晴	很强	较适宜	热	适宜	很不舒适	适宜
20170517	20170518	南风 1级	"['33℃', '19℃']"	晴	强	较适宜	炎热	适宜	较不舒适	适宜
20170518	20170519	西北风 2级	"['29℃', '18℃']"	阵雨	弱	适宜	热	较不宜	很不舒适	较适宜
20170519	20170520	北风 2级	"['31℃', '18℃']"	多云	中等	适宜	热	适宜	很不舒适	适宜
20170520	20170521	西南风 1级	"['31℃', '20℃']"	阴	弱	适宜	热	较不宜	很不舒适	较适宜
20170521	20170522	西北风 2级	"['30℃', '20℃']"	阴	弱	适宜	热	较不宜	很不舒适	较适宜
20170522	20170523	南风 2级	"['24℃', '15℃']"	小到中雨	很弱	适宜	较舒适	不适宜	较舒适	不宜
20170523	20170524	东南风 2级	"['27℃', '14℃']"	晴	强	适宜	舒适	适宜	舒适	适宜
20170524	20170525	北风 2级	"['28℃', '16℃']"	多云	弱	适宜	热	适宜	很不舒适	适宜
20170525	20170526	东南风 1级	"['30℃', '16℃']"	晴	很强	适宜	热	适宜	很不舒适	适宜
20170526	20170527	北风 3级	"['32℃', '18℃']"	晴	很强	适宜	炎热	适宜	较不舒适	适宜
20170527	20170528	东南风 1级	"['35℃', '19℃']"	晴	很强	不建议	炎热	适宜	较不舒适	适宜
20170528	20170529	南风 1级	"['36℃', '21℃']"	晴	弱	不建议	炎热	适宜	较不舒适	适宜
20170529	20170530	西北风 2级	"['29℃', '19℃']"	阵雨	弱	不建议	热	较不宜	很不舒适	较不宜
20170530	20170531	东北风 2级	"['33℃', '20℃']"	晴	强	不建议	炎热	适宜	较不舒适	适宜
20170531	20170601	南风 2级	"['34℃', '22℃']"	多云	中等	不建议	炎热	适宜	较不舒适	适宜
20170601	20170602	东北风 1级	"['35℃', '22℃']"	多云	中等	不建议	炎热	适宜	较不舒适	适宜
20170602	20170603	西北风 2级	"['35℃', '22℃']"	晴	强	不建议	炎热	适宜	较不舒适	适宜
20170603	20170604	东风 3级	"['28℃', '20℃']"	阴	弱		热	较不宜	很不舒适	较适宜
20170604	20170605	东北风 3级	"['17℃', '14℃']"	大雨	很弱		较冷	不适宜	较冷	不宜
20170605	20170606	东南风 2级	"['19℃', '14℃']"	小雨	很弱		较舒适	不适宜	较舒适	较不宜
20170606	20170607	东南风 1级	"['30℃', '18℃']"	多云	中等		热	适宜	很不舒适	适宜
20170607	20170608	东北风 2级	"['31℃', '19℃']"	多云	中等	不宜	热	适宜	很不舒适	较适宜
20170608	20170609	南风 微风	"['26℃', '18℃']"	阴	很弱	不宜	舒适	较不宜	舒适	较适宜
20170609	20170610	西南风 2级	"['26℃', '17℃']"	小雨	很弱	不适宜	舒适	不适宜	舒适	较不宜
20170610	20170611	东北风 1级	"['31℃', '19℃']"	多云	中等	较适宜	热	适宜	很不舒适	适宜
20170611	20170612	北风 2级	"['31℃', '20℃']"	多云	弱	较适宜	热	适宜	很不舒适	适宜
20170612	20170613	东南风 2级	"['31℃', '20℃']"	多云	中等	适宜	热	适宜	很不舒适	适宜
20170613	20170614	南风 2级	"['32℃', '20℃']"	多云	弱	适宜	热	适宜	很不舒适	适宜
20170614	20170615	南风 3级	"['30℃', '21℃']"	阴	弱	适宜	热	较不宜	很不舒适	较适宜
20170615	20170616	南风 2级	"['30℃', '19℃']"	多云	中等	较适宜	热	适宜	很不舒适	适宜
20170616	20170617	东南风 2级	"['33℃', '21℃']"	多云	中等	较适宜	炎热	适宜	较不舒适	适宜
20170617	20170618	东南风 微风	"['33℃', '22℃']"	多云	弱	较适宜	炎热	适宜	较不舒适	适宜
20170618	20170619	东南风 2级	"['33℃', '22℃']"	多云	中等	不建议	炎热	适宜	较不舒适	适宜
20170619	20170620	西北风 2级	"['33℃', '23℃']"	多云	强	适宜	炎热	适宜	较不舒适	适宜
20170620	20170621	东南风 2级	"['32℃', '21℃']"	阴	弱	较适宜	炎热	不适宜	较不舒适	较不宜
20170621	20170622	东风 2级	"['30℃', '21℃']"	阵雨	弱	较适宜	热	不适宜	很不舒适	较不宜
20170622	20170623	西北风 3级	"['35℃', '23℃']"	多云	中等	适宜	炎热	适宜	较不舒适	适宜
20170623	20170624	西北风 2级	"['35℃', '22℃']"	多云	弱	不建议	炎热	适宜	较不舒适	适宜
20170624	20170625	南风 3级	"['33℃', '20℃']"	晴	中等	较适宜	炎热	适宜	较不舒适	适宜
20170625	20170626	东北风 1级	"['35℃', '23℃']"	多云	中等	不建议	炎热	适宜	较不舒适	适宜
20170626	20170627	东南风 2级	"['35℃', '23℃']"	晴	中等	不建议	炎热	适宜	较不舒适	适宜
20170627	20170628	西北风 2级	"['37℃', '23℃']"	晴	很强	不建议	炎热	适宜	较不舒适	适宜
20170628	20170629	东风 1级	"['37℃', '25℃']"	晴	强	较适宜	炎热	适宜	较不舒适	较适宜
20170629	20170630	南风 1级	"['35℃', '23℃']"	阵雨	中等	较适宜	炎热	较不宜	较不舒适	较不宜
20170630	20170701	东南风 1级	"['32℃', '20℃']"	多云	中等	不建议	炎热	较不宜	较不舒适	较不宜
20170701	20170702	北风 微风	"['36℃', '24℃']"	多云	中等	不适宜	炎热	适宜	较不舒适	适宜
20170702	20170703	南风 1级	"['37℃', '24℃']"	晴	很强	不适宜	炎热	适宜	较不舒适	较适宜
20170703	20170704	东风 1级	"['37℃', '25℃']"	多云	中等	不适宜	炎热	适宜	较不舒适	适宜
20170704	20170705	东风 1级	"['37℃', '25℃']"	多云	中等	适宜	炎热	适宜	较不舒适	较适宜
20170705	20170706	西北风 1级	"['29℃', '22℃']"	小雨	弱	适宜	热	不适宜	很不舒适	较不宜
20170706	20170707	南风 2级	"['26℃', '20℃']"	小雨	中等	不建议	较冷	适宜	较冷	适宜
20170707	20170708	南风 2级	"['35℃', '21℃']"	晴	中等	不适宜	较冷	适宜	较冷	适宜
20170708	20170709	南风 2级	"['37℃', '23℃']"	多云	中等	不适宜	较冷	适宜	较冷	适宜
20170709	20170710	南风 2级	"['37℃', '25℃']"	晴	中等	不适宜	较舒适	适宜	较舒适	适宜
20170710	20170711	东南风 1级	"['38℃', '26℃']"	多云	强	不适宜	较舒适	适宜	较舒适	适宜
20170711	20170712	北风 微风	"['40℃', '25℃']"	多云	强	不适宜	较舒适	适宜	较舒适	适宜
20170712	20170713	西南风 2级	"['40℃', '25℃']"	晴	强	不适宜	较舒适	适宜	较舒适	较适宜
20170713	20170714	东北风 1级	"['39℃', '25℃']"	多云	强	不适宜	较舒适	适宜	较舒适	较不宜
20170714	20170715	东风 2级	"['38℃', '25℃']"	多云	强	不适宜	较舒适	适宜	较舒适	较不宜
20170715	20170716	西南风 1级	"['36℃', '26℃']"	小雨	强	较适宜	较舒适	适宜	较舒适	较不宜
20170716	20170717	东南风 1级	"['33℃', '24℃']"	阵雨	强	不适宜	较舒适	适宜	较舒适	较适宜
20170717	20170718	东南风 1级	"['36℃', '26℃']"	多云	强	不适宜	舒适	适宜	舒适	较不宜
20170718	20170719	东北风 1级	"['35℃', '24℃']"	小雨	强	不适宜	较舒适	适宜	较舒适	较适宜
20170719	20170720	西南风 1级	"['40℃', '26℃']"	晴	强	不适宜	舒适	适宜	舒适	较适宜
20170720	20170721	东南风 2级	"['40℃', '27℃']"	阴	强	不适宜	舒适	适宜	舒适	较适宜
20170721	20170722	北风 微风	"['41℃', '27℃']"	多云	中等	不适宜	舒适	适宜	舒适	较不宜
20170722	20170723	北风 4级	"['40℃', '28℃']"	小雨	弱	不适宜	炎热	不适宜	较不舒适	较适宜
20170723	20170724	东风 1级	"['39℃', '27℃']"	多云	强	不适宜	舒适	适宜	舒适	较适宜
20170724	20170725	南风 1级	"['40℃', '27℃']"	晴	强	不适宜	舒适	适宜	舒适	较适宜
20170725	20170726	东南风 2级	"['40℃', '29℃']"	多云	强	不适宜	舒适	适宜	舒适	较适宜
20170726	20170727	东北风 1级	"['40℃', '26℃']"	多云	强	不适宜	舒适	适宜	舒适	较适宜
20170727	20170728	东风 2级	"['40℃', '26℃']"	多云	强	不适宜	较舒适	适宜	较舒适	较适宜
20170728	20170729	东北风 1级	"['31℃', '23℃']"	小雨	中等	不适宜	较舒适	适宜	较舒适	较适宜
20170729	20170730	西风 1级	"['25℃', '20℃']"	小雨	中等	适宜	较冷	适宜	较冷	
20170730	20170731	南风 1级	"['31℃', '20℃']"	多云	中等	适宜	较冷	适宜	较冷	
20170731	20170801	南风 1级	"['33℃', '22℃']"	多云	中等	较适宜	炎热	适宜	较不舒适	较适宜
20170801	20170802	东风 微风	"['33℃', '22℃']"	多云	中等	不适宜	炎热	适宜	较不舒适	适宜
20170802	20170803	南风 2级	"['35℃', '23℃']"	多云	很强	不适宜	炎热	适宜	较不舒适	较适宜
20170803	20170804	西风 1级	"['39℃', '26℃']"	多云	中等	不适宜	炎热	适宜	较不舒适	较适宜
