current	next	wind	temp	tianqi	紫外线指数	旅游指数	穿衣指数	晾晒指数	舒适度指数	晨练指数
20181003	20181004	东南风 1级 	"['25℃', '9℃']"	晴	中等	适宜	舒适	适宜	舒适	适宜
20181004	20181005	南风 微风 	"['25℃', '11℃']"	晴	弱	较适宜	舒适	适宜	舒适	适宜
20181005	20181006	东北风 1级 	"['25℃', '11℃']"	晴	很弱	较适宜	较舒适	较不宜	较舒适	较适宜
20181006	20181007	西北风 1级 	"['21℃', '11℃']"	阴	很弱	较不适宜	较舒适	较不宜	较舒适	较适宜
20181007	20181008	西南风 1级 	"['21℃', '12℃']"	阴	很弱	较适宜	较舒适	不适宜	较舒适	较不宜
20181008	20181009	西南风 1级 	"['19℃', '9℃']"	小雨	很弱	较不适宜	较舒适	适宜	较舒适	适宜
20181009	20181010	东南风 1级 	"['21℃', '10℃']"	多云	中等	较适宜	较舒适	适宜	较舒适	适宜
20181010	20181011	南风 1级 	"['21℃', '7℃']"	晴	中等	适宜	较舒适	适宜	较舒适	适宜
20181011	20181012	北风 2级 	"['20℃', '8℃']"	阴	很弱	较不适宜	较舒适	较不宜	较舒适	较适宜
20181012	20181013	西北风 1级 	"['22℃', '13℃']"	多云	弱	适宜	较舒适	适宜	较舒适	较适宜
20181013	20181014	东南风 1级 	"['19℃', '11℃']"	小雨	很弱	不适宜	较舒适	不适宜	较舒适	较不宜
20181014	20181015	北风 1级 	"['18℃', '10℃']"	阴	很弱	较不适宜	较舒适	适宜	较舒适	适宜
20181015	20181016	东风 1级 	"['21℃', '9℃']"	晴	中等	非常适宜	较舒适	适宜	较舒适	适宜
20181016	20181017	南风 1级 	"['22℃', '10℃']"	多云	弱	较适宜	较舒适	适宜	较舒适	较适宜
20181017	20181018	东南风 1级 	"['20℃', '11℃']"	多云	弱	较适宜	较舒适	适宜	较舒适	较不宜
20181018	20181019	东南风 1级 	"['22℃', '13℃']"	阴	很弱	不适宜	较舒适	较不宜	较舒适	较适宜
20181019	20181020	西风 微风 	"['17℃', '10℃']"	阴	很弱	较不适宜	较舒适	较不宜	较舒适	较适宜
20181020	20181021	东南风 1级 	"['16℃', '10℃']"	阴	很弱	不适宜	较冷	较不宜	较冷	较不宜
20181021	20181022	东南风 微风 	"['16℃', '8℃']"	小雨	弱	较不适宜	较舒适	适宜	较舒适	适宜
20181022	20181023	东风 1级 	"['20℃', '7℃']"	多云	中等	不适宜	较舒适	适宜	较舒适	适宜
20181023	20181024	东北风 微风 	"['21℃', '7℃']"	晴	弱	较不适宜	较舒适	适宜	较舒适	适宜
20181024	20181025	北风 1级 	"['20℃', '12℃']"	多云	很弱	不适宜	较舒适	不适宜	较舒适	较不宜
20181025	20181026	北风 微风 	"['21℃', '10℃']"	晴	中等	较适宜	较舒适	适宜	较舒适	适宜
20181026	20181027	东风 微风 	"['19℃', '5℃']"	晴	中等	较适宜	较舒适	适宜	较舒适	较适宜
20181027	20181028	东北风 微风 	"['20℃', '4℃']"	晴	中等	较适宜	较舒适	适宜	较舒适	较适宜
20181028	20181029	南风 微风 	"['21℃', '5℃']"	晴	中等	较适宜	较舒适	适宜	较舒适	较适宜
20181029	20181030	东南风 1级 	"['22℃', '7℃']"	晴	弱	较适宜	较舒适	适宜	较舒适	较适宜
20181030	20181031	北风 微风 	"['23℃', '5℃']"	多云	中等	较适宜	较舒适	适宜	较舒适	适宜
20181031	20181101	东南风 1级 	"['22℃', '5℃']"	晴	中等	较适宜	较舒适	适宜	较舒适	较适宜
20181101	20181102	东北风 微风 	"['22℃', '6℃']"	晴	中等	较适宜	较冷	适宜	较冷	不宜
20181102	20181103	西北风 微风 	"['22℃', '9℃']"	晴	弱	较适宜	较冷	较适宜	较冷	适宜
20181103	20181104	南风 2级 	"['18℃', '8℃']"	多云	很弱	不适宜	较冷	较不宜	较冷	较不宜
20181104	20181105	东南风 1级 	"['13℃', '6℃']"	阴	很弱	不适宜	较冷	不适宜	较冷	较不宜
20181105	20181106	南风 1级 	"['10℃', '6℃']"	小雨	很弱	不适宜	冷	较不宜	较舒适	较适宜
20181106	20181107	北风 1级 	"['7℃', '4℃']"	小雨	很弱	不适宜	冷	不适宜	较舒适	较不宜
20181107	20181108	东北风 微风 	"['8℃', '0℃']"	小雨	弱	较不适宜	较冷	较适宜	较冷	适宜
20181108	20181109	东南风 1级 	"['16℃', '1℃']"	晴	中等	较适宜	较冷	较适宜	较冷	适宜
20181109	20181110	东北风 2级 	"['16℃', '4℃']"	晴	很弱	较不适宜	较冷	较适宜	较冷	适宜
20181110	20181111	西南风 2级 	"['13℃', '2℃']"	阴	很弱	较适宜	较冷	较适宜	较冷	适宜
20181111	20181112	东南风 1级 	"['15℃', '2℃']"	多云	很弱	较不适宜	较冷	较适宜	较冷	适宜
20181112	20181113	东北风 2级 	"['14℃', '3℃']"	多云	弱	较适宜	较冷	较适宜	较冷	适宜
20181113	20181114	东北风 2级 	"['13℃', '4℃']"	晴	很弱	不适宜	冷	较不宜	较舒适	较适宜
20181114	20181115	西南风 2级 	"['10℃', '5℃']"	小雨	很弱	不适宜	冷	较不宜	较舒适	较不宜
20181115	20181116	西南风 2级 	"['10℃', '5℃']"	小雨	很弱	不适宜	冷	不适宜	较舒适	较不宜
20181116	20181117	西北风 2级 	"['5℃', '1℃']"	小雨	很弱	不适宜	冷	较不宜	较舒适	较适宜
20181117	20181118	西南风 3级 	"['7℃', '1℃']"	阴	很弱	不适宜	冷	较适宜	较舒适	适宜
20181118	20181119	东南风 1级 	"['10℃', '0℃']"	多云	中等	较适宜	冷	较适宜	较舒适	适宜
20181119	20181120	东北风 1级 	"['12℃', '0℃']"	多云	很弱	较不适宜	冷	较适宜	较舒适	适宜
20181120	20181121	西南风 2级 	"['9℃', '1℃']"	多云	弱	较不适宜	冷	较适宜	较舒适	适宜
20181121	20181122	东南风 2级 	"['9℃', '-2℃']"	晴	弱	较适宜	冷	较适宜	较舒适	较适宜
20181122	20181123	东南风 2级 	"['12℃', '0℃']"	多云	中等	较适宜	较冷	较适宜	较冷	适宜
20181123	20181124	东南风 2级 	"['15℃', '0℃']"	晴	很弱	不适宜	较冷	较适宜	较冷	适宜
20181124	20181125	西南风 2级 	"['14℃', '3℃']"	多云	弱	较不适宜	较冷	较适宜	较冷	适宜
20181125	20181126	东南风 1级 	"['15℃', '0℃']"	晴	很弱	较适宜	较冷	较适宜	较冷	较不宜
20181126	20181127	西南风 2级 	"['15℃', '0℃']"	多云	很弱	不适宜	冷	较适宜	较舒适	适宜
20181127	20181128	东南风 1级 	"['14℃', '3℃']"	多云	很弱		较冷	不适宜	较冷	不宜
20181128	20181129	东南风 1级 	"['14℃', '0℃']"	多云	很弱		较冷	不适宜	较冷	不宜
20181129	20181130	东北风 2级 	"['14℃', '3℃']"	霾	很弱	不适宜	冷	不适宜	较舒适	不宜
20181130	20181201	西南风 2级 	"['11℃', '3℃']"	霾	很弱	不适宜	较冷	不适宜	较冷	不宜
20181201	20181202	西南风 2级 	"['14℃', '2℃']"	霾	很弱		较冷	不适宜	较冷	不宜
20181202	20181203	西南风 4级 	"['11℃', '3℃']"	霾	很弱	不适宜	冷	较不宜	较舒适	较适宜
20181203	20181204	西南风 2级 	"['9℃', '-1℃']"	霾	很弱	不适宜	冷	较适宜	较舒适	适宜
20181204	20181205	东北风 2级 	"['7℃', '0℃']"	多云	很弱	较不适宜	冷	较不宜	较舒适	较适宜
20181205	20181206	西南风 2级 	"['5℃', '-1℃']"	小雨	很弱	不适宜	冷	较适宜	较舒适	适宜
20181206	20181207	东北风 2级 	"['6℃', '-2℃']"	多云	很弱	不适宜	寒冷	较不宜	寒冷	较适宜
20181207	20181208	东北风 2级 	"['2℃', '-3℃']"	小雪	很弱	不适宜	寒冷	较适宜	寒冷	适宜
20181208	20181209	东北风 3级 	"['0℃', '-6℃']"	阴	很弱	不适宜	寒冷	较适宜	寒冷	较不宜
20181209	20181210	东北风 2级 	"['2℃', '-4℃']"	多云	很弱	不适宜	冷	较适宜	较舒适	适宜
20181210	20181211	西南风 2级 	"['2℃', '-4℃']"	阴	很弱	不适宜	寒冷	较适宜	寒冷	适宜
20181211	20181212	西北风 1级 	"['2℃', '-5℃']"	多云	弱	不适宜	冷	较适宜	较舒适	较适宜
20181212	20181213	东北风 1级 	"['3℃', '-5℃']"	晴	很弱	不适宜	寒冷	较适宜	寒冷	较不宜
20181213	20181214	东北风 2级 	"['4℃', '-5℃']"	霾	很弱	不适宜	冷	不适宜	较舒适	不宜
20181214	20181215	东北风 2级 	"['4℃', '-4℃']"	晴	很弱	不适宜	冷	不适宜	较舒适	不宜
20181215	20181216	西南风 3级 	"['8℃', '-2℃']"	霾	弱	不适宜	冷	较适宜	较舒适	适宜
20181216	20181217	西南风 2级 	"['11℃', '-2℃']"	晴	弱	不适宜	冷	较适宜	较舒适	适宜
20181217	20181218	东南风 2级 	"['9℃', '-1℃']"	晴	很弱	不适宜	冷	较适宜	较舒适	适宜
20181218	20181219	东南风 1级 	"['10℃', '-2℃']"	霾	很弱	不适宜	冷	不适宜	较舒适	不宜
20181219	20181220	东北风 1级 	"['9℃', '-2℃']"	阴	很弱	较适宜	冷	较适宜	较舒适	适宜
20181220	20181221	西南风 3级 	"['8℃', '-1℃']"	多云	很弱	较不适宜	冷	较不宜	较舒适	较适宜
20181221	20181222	西北风 1级 	"['6℃', '0℃']"	阴	很弱	不适宜	冷	较适宜	较舒适	适宜
20181222	20181223	西南风 2级 	"['7℃', '-3℃']"	阴	很弱	较不适宜	冷	较适宜	较舒适	适宜
20181223	20181224	东北风 2级 	"['2℃', '-2℃']"	多云	很弱	较不适宜	冷	较适宜	较舒适	适宜
20181224	20181225	西北风 1级 	"['4℃', '-1℃']"	阴	很弱	不适宜	冷	较适宜	较舒适	适宜
20181225	20181226	西南风 2级 	"['6℃', '-1℃']"	阴	很弱	不适宜	冷	较不宜	较舒适	较适宜
20181226	20181227	东北风 1级 	"['5℃', '0℃']"	阴	很弱	不适宜	冷	不适宜	较舒适	较不宜
20181227	20181228	西北风 2级 	"['0℃', '-4℃']"	雨夹雪	很弱	不适宜	寒冷	不适宜	寒冷	较不宜
20181228	20181229	西南风 2级 	"['-2℃', '-5℃']"	阴	很弱	不适宜	寒冷	较不宜	寒冷	较不宜
20181229	20181230	东北风 2级 	"['0℃', '-7℃']"	多云	很弱	较不适宜	寒冷	较适宜	寒冷	不宜
20181230	20181231	东北风 2级 	"['0℃', '-6℃']"	晴	弱	较适宜	寒冷	较适宜	寒冷	较不宜
20181231	20190101	西南风 2级 	"['0℃', '-6℃']"	晴	很弱	较不适宜	寒冷	较适宜	寒冷	较不宜
20190101	20190102	东北风 1级 	"['1℃', '-7℃']"	多云	很弱	不适宜	寒冷	不适宜	寒冷	不宜
20190102	20190103	西南风 1级 	"['1℃', '-7℃']"	多云	很弱	不适宜	寒冷	较适宜	寒冷	较不宜
20190103	20190104	西南风 3级 	"['1℃', '-3℃']"	多云	很弱	不适宜	寒冷	不适宜	寒冷	较不宜
20190104	20190105	东北风 1级 	"['3℃', '-5℃']"	多云	很弱	不适宜	寒冷	不适宜	寒冷	不宜
20190105	20190106	东北风 2级 	"['3℃', '-5℃']"	多云	很弱	不适宜	冷	较适宜	较舒适	适宜
20190106	20190107	西南风 3级 	"['0℃', '-4℃']"	多云	很弱	不适宜	寒冷	较适宜	寒冷	适宜
20190107	20190108	西南风 2级 	"['7℃', '-5℃']"	多云	很弱	较不适宜	寒冷	较不宜	寒冷	较不宜
20190108	20190109	东北风 2级 	"['3℃', '-2℃']"	阴	很弱	不适宜	寒冷	不适宜	寒冷	较不宜
20190109	20190110	东北风 3级 	"['1℃', '-6℃']"	阴	很弱	较适宜	寒冷	较不宜	寒冷	较适宜
20190110	20190111	西南风 2级 	"['1℃', '-4℃']"	阴	很弱	不适宜	寒冷	较适宜	寒冷	较不宜
20190111	20190112	西北风 1级 	"['5℃', '-6℃']"	雾	很弱	较适宜	寒冷	较适宜	寒冷	较适宜
20190112	20190113	东北风 1级 	"['6℃', '-5℃']"	多云	很弱	不适宜	冷	不适宜	较舒适	不宜
20190113	20190114	西北风 1级 	"['4℃', '-4℃']"	阴	很弱	不适宜	冷	不适宜	较舒适	不宜
20190114	20190115	西南风 2级 	"['5℃', '-5℃']"	多云	很弱	较不适宜	寒冷	较不宜	寒冷	较适宜
20190115	20190116	东北风 2级 	"['4℃', '-7℃']"	阴	很弱	较不适宜	寒冷	较适宜	寒冷	较不宜
20190116	20190117	西南风 3级 	"['1℃', '-6℃']"	晴	很弱	较适宜	寒冷	较适宜	寒冷	较不宜
20190117	20190118	西北风 1级 	"['5℃', '-6℃']"	晴	很弱	不适宜	寒冷	较不宜	寒冷	较适宜
20190118	20190119	东南风 1级 	"['4℃', '-4℃']"	多云	弱	较不适宜	冷	较适宜	较舒适	适宜
20190119	20190120	西南风 2级 	"['9℃', '-5℃']"	多云	很弱	较不适宜	寒冷	较不宜	寒冷	较适宜
20190120	20190121	西南风 2级 	"['6℃', '-6℃']"	阴	弱	较适宜	冷	较适宜	较舒适	较适宜
20190121	20190122	西南风 3级 	"['7℃', '-5℃']"	晴	弱	较适宜	冷	较适宜	较舒适	较适宜
20190122	20190123	东北风 微风 	"['12℃', '-4℃']"	晴	弱	较适宜	寒冷	较适宜	寒冷	适宜
20190123	20190124	西北风 1级 	"['9℃', '-5℃']"	晴	很弱	较适宜	冷	较适宜	较舒适	适宜
20190124	20190125	西南风 1级 	"['4℃', '0℃']"	多云	弱	较不适宜	冷	较适宜	较舒适	适宜
20190125	20190126	东北风 3级 	"['9℃', '-2℃']"	多云	很弱	较不适宜	冷	较适宜	较舒适	较不宜
20190126	20190127	东北风 3级 	"['6℃', '0℃']"	阴	很弱	较不适宜	冷	较适宜	较舒适	适宜
20190127	20190128	西南风 2级 	"['5℃', '-2℃']"	阴	很弱	不适宜	冷	较不宜	较舒适	较不宜
20190128	20190129	东北风 1级 	"['7℃', '-1℃']"	阴	很弱	较不适宜	冷	较适宜	较舒适	适宜
20190129	20190130	东南风 2级 	"['10℃', '1℃']"	多云	很弱	不适宜	冷	不适宜	较舒适	较不宜
20190130	20190131	东北风 2级 	"['4℃', '-1℃']"	雨夹雪	很弱	不适宜	冷	不适宜	较舒适	较不宜
20190131	20190201	东南风 2级 	"['5℃', '-7℃']"	阴	很弱	较适宜	冷	较适宜	较舒适	较不宜
20190201	20190202	东北风 2级 	"['4℃', '-3℃']"	晴	很弱	较不适宜	冷	较适宜	较舒适	适宜
20190202	20190203	西北风 3级 	"['11℃', '0℃']"	多云	很弱	较适宜	冷	较适宜	较舒适	较不宜
20190203	20190204	西南风 2级 	"['11℃', '-3℃']"	阴	很弱	不适宜	冷	较适宜	较舒适	适宜
20190204	20190205	西北风 微风 	"['13℃', '0℃']"	阴	中等	适宜	冷	较适宜	较舒适	适宜
20190205	20190206	东北风 2级 	"['10℃', '-1℃']"	阴	很弱	不适宜	较冷	较不宜	较冷	较适宜
20190206	20190207	东南风 1级 	"['13℃', '1℃']"	阴	很弱	较适宜	冷	较不宜	较舒适	较不宜
20190207	20190208	东北风 3级 	"['5℃', '-1℃']"	阴	很弱	不适宜	寒冷	不适宜	寒冷	较不宜
20190208	20190209	东北风 1级 	"['0℃', '-3℃']"	阴	很弱	不适宜	冷	较不宜	较舒适	较不宜
20190209	20190210	东北风 3级 	"['0℃', '-4℃']"	阴	很弱	不适宜	寒冷	不适宜	寒冷	较不宜
20190210	20190211	西北风 1级 	"['1℃', '-6℃']"	阴	很弱	较不适宜	寒冷	较适宜	寒冷	较不宜
20190211	20190212	西北风 1级 	"['1℃', '-4℃']"	多云	很弱	不适宜	冷	不适宜	较舒适	不宜
20190212	20190213	东北风 2级 	"['7℃', '-1℃']"	阴	很弱	不适宜	冷	较不宜	较舒适	较不宜
20190213	20190214	东北风 4级 	"['2℃', '-2℃']"	阴	很弱	不适宜	冷	较不宜	较舒适	较不宜
20190214	20190215	东北风 2级 	"['4℃', '-3℃']"	阴	很弱	较不适宜	冷	较不宜	较舒适	较适宜
20190215	20190216	东北风 2级 	"['7℃', '-3℃']"	多云	很弱	较不适宜	冷	不适宜	较舒适	不宜
20190216	20190217	东北风 2级 	"['3℃', '-3℃']"	阴	很弱	较不适宜	冷	不适宜	较舒适	较不宜
20190217	20190218	西南风 1级 	"['2℃', '-1℃']"	阴	很弱	不适宜	冷	不适宜	较舒适	较不宜
20190218	20190219	东北风 2级 	"['1℃', '-3℃']"	阴	很弱	不适宜	冷	较适宜	较舒适	较不宜
20190219	20190220	东南风 1级 	"['6℃', '-1℃']"	多云	很弱	不适宜	冷	不适宜	较舒适	不宜
20190220	20190221	西南风 1级 	"['8℃', '1℃']"	阴	很弱	不适宜	冷	不适宜	较舒适	较不宜
20190221	20190222	西南风 3级 	"['6℃', '-2℃']"	阴	很弱	较适宜	冷	较适宜	较舒适	适宜
20190222	20190223	西南风 2级 	"['8℃', '-1℃']"	多云	很弱	不适宜	冷	不适宜	较舒适	不宜
20190223	20190224	东北风 1级 	"['11℃', '0℃']"	阴	很弱	较不适宜	较冷	较不宜	较冷	较不宜
20190224	20190225	西南风 1级 	"['12℃', '2℃']"	阴	很弱	不适宜	较冷	不适宜	较冷	不宜
20190225	20190226	东北风 2级 	"['14℃', '5℃']"	多云	很弱	不适宜	冷	不适宜	较舒适	较不宜
20190226	20190227	东北风 1级 	"['5℃', '4℃']"	阴	很弱	不适宜	较冷	较适宜	较冷	较适宜
20190227	20190228	西南风 1级 	"['9℃', '1℃']"	阴	很弱	不适宜	冷	不适宜	较舒适	不宜
20190228	20190301	东北风 2级 	"['10℃', '5℃']"	多云	很弱	较不适宜	冷	不适宜	较舒适	较不宜
20190301	20190302	东南风 2级 	"['12℃', '5℃']"	阴	很弱	不适宜	冷	不适宜	较舒适	较不宜
20190302	20190303	东南风 1级 	"['7℃', '1℃']"	阴	弱	较不适宜	较冷	较适宜	较冷	适宜
20190303	20190304	东北风 2级 	"['13℃', '3℃']"	雾	很弱	较不适宜	较冷	较不宜	较冷	较适宜
20190304	20190305	西南风 2级 	"['13℃', '3℃']"	阴	很弱	较不适宜	较冷	较适宜	较冷	适宜
20190305	20190306	西北风 1级 	"['17℃', '3℃']"	阴	很弱	较适宜	较冷	较适宜	较冷	较不宜
20190306	20190307	东北风 2级 	"['17℃', '8℃']"	多云	很弱	较不适宜	较冷	较不宜	较冷	较不宜
20190307	20190308	东北风 3级 	"['14℃', '4℃']"	阴	很弱	较不适宜	较冷	较不宜	较冷	较适宜
20190308	20190309	东北风 1级 	"['12℃', '3℃']"	阴	很弱	较不适宜	较冷	较适宜	较冷	适宜
20190309	20190310	东北风 1级 	"['19℃', '3℃']"	阴	很弱	较适宜	较冷	较不宜	较冷	较不宜
20190310	20190311	西南风 2级 	"['12℃', '0℃']"	阴	弱	较适宜	较冷	较适宜	较冷	适宜
20190311	20190312	西南风 2级 	"['17℃', '2℃']"	多云	中等	适宜	较冷	较适宜	较冷	较不宜
20190312	20190313	东北风 3级 	"['19℃', '5℃']"	晴	很弱	较适宜	较冷	较不宜	较冷	较适宜
20190313	20190314	西南风 3级 	"['14℃', '4℃']"	阴	很弱	较适宜	较冷	较适宜	较冷	较不宜
20190314	20190315	西南风 3级 	"['20℃', '2℃']"	多云	很弱	较适宜	较冷	较适宜	较冷	适宜
20190315	20190316	东北风 3级 	"['20℃', '5℃']"	阴	很弱	较适宜	较冷	较适宜	较冷	适宜
20190316	20190317	北风 1级 	"['22℃', '6℃']"	阴	很弱	较适宜	较冷	较不宜	较冷	较适宜
20190317	20190318	西南风 2级 	"['21℃', '9℃']"	阴	弱	较适宜	较冷	较适宜	较冷	适宜
20190318	20190319	东南风 2级 	"['24℃', '10℃']"	晴	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20190319	20190320	东南风 3级 	"['22℃', '11℃']"	阴	弱	适宜	较冷	适宜	较冷	较不宜
20190320	20190321	西北风 3级 	"['25℃', '8℃']"	多云	很弱	较不适宜	较冷	不适宜	较冷	不宜
20190321	20190322	东南风 2级 	"['11℃', '4℃']"	浮尘	很弱	较不适宜	较冷	较适宜	较冷	适宜
20190322	20190323	西北风 2级 	"['14℃', '3℃']"	阴	很弱	较不适宜	较冷	较适宜	较冷	较不宜
20190323	20190324	东北风 3级 	"['18℃', '5℃']"	阴	很弱	较适宜	较冷	较适宜	较冷	适宜
20190324	20190325	西北风 2级 	"['19℃', '5℃']"	阴	弱	适宜	较冷	适宜	较冷	适宜
20190325	20190326	西北风 1级 	"['23℃', '8℃']"	晴	很弱	适宜	较舒适	较不宜	较舒适	较适宜
20190326	20190327	东北风 2级 	"['24℃', '12℃']"	多云	很弱	适宜	较冷	较不宜	较冷	较不宜
20190327	20190328	西南风 2级 	"['21℃', '9℃']"	阴	很弱	较适宜	较冷	适宜	较冷	较不宜
20190328	20190329	东南风 2级 	"['26℃', '9℃']"	晴	弱	适宜	较冷	适宜	较冷	较不宜
20190329	20190330	南风 微风 	"['24℃', '6℃']"	阴	弱	非常适宜	较冷	较适宜	较冷	较不宜
20190330	20190331	东北风 1级 	"['19℃', '6℃']"	多云	弱	适宜	较冷	较适宜	较冷	适宜
20190331	20190401	东北风 1级 	"['20℃', '7℃']"	阴	弱	较适宜	较冷	适宜	较冷	较不宜
20190401	20190402	东北风 1级 	"['22℃', '10℃']"	阴	很弱	较适宜	较冷	较不宜	较冷	较适宜
20190402	20190403	西南风 1级 	"['16℃', '10℃']"	阴	很弱	较适宜	较冷	较不宜	较冷	较适宜
20190403	20190404	东北风 3级 	"['22℃', '10℃']"	阴	弱	适宜	较舒适	适宜	较舒适	适宜
20190404	20190405	西南风 3级 	"['25℃', '9℃']"	晴	中等	适宜	较舒适	适宜	较舒适	较适宜
20190405	20190406	东南风 2级 	"['30℃', '13℃']"	晴	中等	非常适宜	较舒适	适宜	较舒适	适宜
20190406	20190407	西南风 2级 	"['32℃', '13℃']"	多云	中等	适宜	较舒适	适宜	较舒适	适宜
20190407	20190408	东北风 3级 	"['29℃', '16℃']"	多云	很弱	较适宜	较舒适	不适宜	较舒适	较不宜
20190408	20190409	东北风 5级 	"['26℃', '14℃']"	阴	很弱	不适宜	较冷	较不宜	较冷	较适宜
20190409	20190410	东北风 4级 	"['19℃', '9℃']"	阴	很弱	较适宜	较冷	较不宜	较冷	较适宜
20190410	20190411	西南风 1级 	"['12℃', '7℃']"	阴	中等	较适宜	较冷	适宜	较冷	适宜
20190411	20190412	东北风 2级 	"['22℃', '10℃']"	多云	很弱	适宜	较冷	不适宜	较冷	较不宜
20190412	20190413	东南风 2级 	"['13℃', '7℃']"	阴	很弱	较适宜	较舒适	较不宜	较舒适	较适宜
20190413	20190414	西南风 2级 	"['16℃', '10℃']"	阴	很弱	较不适宜	较冷	适宜	较冷	较适宜
20190414	20190415	东北风 3级 	"['20℃', '11℃']"	多云	很弱	较适宜	较冷	较不宜	较冷	较适宜
20190415	20190416	西南风 3级 	"['24℃', '10℃']"	阴	中等	适宜	较舒适	适宜	较舒适	适宜
20190416	20190417	东北风 2级 	"['29℃', '13℃']"	晴	中等	非常适宜	舒适	适宜	舒适	适宜
20190417	20190418	东北风 1级 	"['27℃', '17℃']"	晴	强	非常适宜	热	适宜	很不舒适	较适宜
20190418	20190419	东北风 5级 	"['32℃', '17℃']"	晴	弱	适宜	较舒适	适宜	较舒适	较不宜
20190419	20190420	东北风 6级 	"['27℃', '13℃']"	多云	很弱	不适宜	较冷	不适宜	较冷	不宜
20190420	20190421	西南风 3级 	"['15℃', '11℃']"	阴	很弱	较不适宜	较舒适	较不宜	较舒适	较适宜
20190421	20190422	东北风 2级 	"['19℃', '14℃']"	阴	很弱	不适宜	较舒适	适宜	较舒适	适宜
20190422	20190423	东北风 3级 	"['23℃', '15℃']"	多云	中等	适宜	较舒适	适宜	较舒适	适宜
20190423	20190424	西南风 2级 	"['25℃', '14℃']"	晴	弱	非常适宜	较舒适	适宜	较舒适	适宜
20190424	20190425	西北风 3级 	"['28℃', '15℃']"	晴	中等	非常适宜	较舒适	适宜	较舒适	较不宜
20190425	20190426	东北风 4级 	"['30℃', '16℃']"	晴	很弱	较不适宜	较舒适	较不宜	较舒适	较适宜
20190426	20190427	东北风 6级 	"['19℃', '11℃']"	多云	很弱	不适宜	舒适	适宜	舒适	适宜
20190427	20190428	东南风 5级 	"['12℃', '10℃']"	阴	很弱	较不适宜	较冷	较不宜	较冷	较适宜
20190428	20190429	西南风 1级 	"['11℃', '9℃']"	阴	很弱	较不适宜	较冷	不适宜	较冷	不宜
20190429	20190430	西北风 2级 	"['23℃', '14℃']"	阴	弱	适宜	较冷	适宜	较冷	适宜
20190430	20190501	东北风 1级 	"['24℃', '13℃']"	阴	很弱	非常适宜	较舒适	较不宜	较舒适	较不宜
