user,date,eval,star,votes,content
小人儿,2019-01-14,推荐,4,0,国产动画真是越来越好了，很欣慰很高兴，旧事新说，有创意，画面很美。
子龙,2019-01-16,力荐,5,1,"国产动画电影还是有希望的。
剧情合格，但是多处转折比较突兀，该学习一下《大圣归来》。
画风不错，就是人物普遍没有表情。
狗的表情最丰富。
女主有着迪士尼公主的脸庞。"
JasonX,2019-01-13,较差,2,4,场面一塌糊涂，人物脸部僵硬，爱情来的莫名其妙......
冬冬求包养,2019-01-14,推荐,4,2,阿宣！我可以！！
山人阿苍苍,2019-01-06,推荐,4,10,谢天谢地这次追光终于在《白蛇：缘起》中学会了叙事，经历过前几次失望的本人简直有点热泪盈眶。许宣一反传统的元气少年人设带感，宝青坊的设定与视觉呈现鬼魅惊艳，开头的水墨+三维画风极美，但宝塔一夜两人发生关系的处理没必要真的没必要！！！以及各路反派过于脸谱化了，小白与许宣生死诀别那里也稍显啰嗦了。但怎么港，一听到老船夫唱起熟悉的调子，一看到结尾的西湖美景三月天，这前世今生的情深还是立起来了。
Quester,2019-01-21,还行,3,0,不知道是审美的问题还是创作团队过于年轻，反正这几年的动画怎么看都有一股子浓浓的手游媚俗气。人物造型也是千篇一律，你可能从风语咒里拉一个人物换个发型服装就到这个白蛇里来了，辨识度太差了。场景的村落让我恍然以为是功夫熊猫的片场。
方羌羌,2019-01-17,推荐,4,3,值得鼓励，片尾收得漂亮，青城山下白素贞旋律一起，全场hi了，想看青白百合更多戏份，郭师哥的配乐👍
悟空&憨豆,2019-01-14,还行,3,0,各方面来说只能是平庸，备受赞誉的中国风虽然惊艳，但在剧中出现时却总有一股卖弄显摆之意，剧情推动也不尽如人意，无铺垫的反转与煽情过多。总体上，值得鼓励但不能捧杀。
焱返,2019-01-11,推荐,4,9,"感受到了森然恶意。事情是这样的，今天我买的场次居然只有三个人，我坐在第三排，第四排是一对情侣。电影播着，小白和阿宣牵手了，狗狗“肚兜”在他们身后说:“还有条狗呢！”

那一瞬间，我有一种微妙的感觉。 


——————————————————
开头:“咦咦咦！是百合向！”
中间:哎这个男主的建模怎么像林更新！怎么一窝的蛇只有两只那么好看！卧槽，你们怎么在镇妖塔里滚了！
结尾:动作戏真好看！原来男主人设是忠犬吗？这国师的徒弟……黑晴明，是你！第一次见体型这么大的女主……哎这蛇老大是坏的……想抽八岐大蛇！我靠结局居然是泰坦尼克号，好不容易折腾几百年，以后还要被法海收，想哭……
大中华需要这样的电影。"
Thor(in)Asgard,2019-01-18,推荐,4,0,竟然挺好看的……而且还有致敬电视剧😮 
绿毛水怪,2019-01-15,还行,3,1,这个团队绝对是徐克粉丝无疑了，致敬青蛇不说，蛇母不就是黑山老妖吗？这个流畅的打戏和视觉特效我想给他打电话，狐狸精那段的视觉奇观的展示真的惊艳到了，竟然弥补了国产动漫的动作戏短板，几场打戏之间区分度特别高，虽然还是结尾巨大化很老套，但看得非常过瘾。剧情上有瑕疵有漏洞，但还在可以接受的范围内。国产动画什么时候能花钱请个贵一点的编剧团队啊！
一一,2019-01-12,还行,3,5,开头一分钟的水墨和最后一分钟的西湖偶遇大概是全片我最喜欢的段落，很有古典韵味，也是为这个才进影院看的～最差的就是高潮大战了，转折突兀，煽情过度～其实国漫在技术上已经可以达到优秀了，更多的是需要在故事上打磨，打破低幼化的窠臼，以更成熟丰满的故事来面向大众，才能真正实现“崛起”～
被动王,2019-01-13,推荐,4,1,宝青坊那段瑰丽奇异充满中国妖怪神话特色的场景真的惊艳到了！而且把白娘子前传和《捕蛇者说》联系起来，多多少少有了些借古讽今的意味。【什么人妖殊途都拦不住我对你的满心情谊，大不了陪你不做人。这世上两条腿的恶人不少，有善心的好人却是难活】
redhousepainter,2019-01-19,还行,3,0,原来是白蛇前传，除了男女主角脸部表情僵硬，其他方面超过预期，有些场景按国内标准还有点cult，如果千年等一回能唱两句就完美了，哈哈
神威太太,2019-01-15,较差,2,0,故事不行啊
Billy Wayne,2019-01-12,力荐,5,11,华纳与追光动画合拍的《白蛇：缘起》，看片名，你会觉得这又是一部消费旧IP的烂片。但事实是，制作这部电影的人很用心，他们投入情感，影片也展现出情感。华纳的电影一直都注重情感和大场面，DC宇宙如此，这部也如此。这是一部制作精良的动画片，画面非常美，配乐非常美，人物非常美，故事非常美。这不再是那个我们熟知的白蛇传故事，讲述白蛇和许仙的前世：晚唐年间，国师发动民众大量捕蛇。前去刺杀国师的白蛇意外失忆，被捕蛇村少年许宣救下。为帮助少女找回记忆，两人踏上了一段冒险旅程……白蛇传的故事已经烂大街，这个前世故事拍出新意，改动最大的就是许仙，许宣不再是玉面书生而更像李逍遥。影片致敬了《新白娘子传奇》和徐克的《青蛇》，片尾无缝连接了白蛇传，彩蛋暗示有续集。这是一部好电影，真希望能盈利，才会有续集。找时间二
[死基佬],2019-01-20,还行,3,0,2.5星，单身狗和百合打不过真爱😂，感觉人脸之类的也是在尽力模仿皮克斯动画，剧情还是有欠缺，不过分镜材质节奏(打小道士那里)已经在国产动画算得上上成了。【ps:从配音来看肚兜转生成姐夫了】
寇巴亚希桑,2019-01-18,推荐,4,0,可能是我关注点有问题，竟然看出青蛇对白蛇更强烈的感情～这是百合暗线！是真爱啊！最后彩蛋是有下集的意思？boss都出了？断桥相遇时bgm前世今生响起开心坏了～连服装发饰都致敬了！
婴儿葛葛,2019-01-17,推荐,4,1,技术和审美力都很合格了。怎么把握观众的情绪，还得跟梦工厂学学。p.s.那个国师长那样，还好意思说别人是妖怪🙄
万户,2019-01-19,推荐,4,0,"画面人设还是太偏网游风了，故事和人设的话，因为白蛇太知名所以偷了懒。
结尾响起新白娘子的歌，使得本剧越发像一个前传同人故事了……

不过故事完整，场景奇观展现的也不错，尴尬的是有小孩子一起看，本片其实还蛮成人的……"
xslidian,2019-01-05,较差,2,6,"追光终于憋出一部爆品，前提是市场保持低迷，且观众还像大圣那会一样好骗。不仔细看还以为是刘阔的木偶戏。
许轩：拥有千塘伞，上天入地、断魂鳞发（fā）、转世千年都不断。
修真千年不如猛涨含涛量，超越其他改编，成功撇开白娘子的阴影。
《渡情》没署名，《前世今生》“admun.by”华纳"
Singin'in rain,2019-01-21,推荐,4,0,这中美合拍还挺不错的，找准了切入点，将传统故事的前传拍的有声有色，真正的文体两开花。画面美到极致，剧情上有瑕疵，不过还能忍，综合来看是非常优秀的国产动画了。唯一令人担忧的还是没有分级制度，像本片这样有大量性暗示，同性隐喻和一夜情场景的动画（非本片之过），其实很不适合小孩子观看，而上映时间正值假期，家长们也很难事先甄别出这部“动画片”的成色。。。
洛木,2019-01-13,推荐,4,0,三星半，★★★★☆鼓励一下。难得追光动画不仅在画面上追求完美而且剧情上也没有太大硬伤，总体上能自圆其说，情节也跌宕起伏，人物也能立得住。朝着皮克斯学习，加入狗狗使得剧情增添了几分趣味。而且也致敬了《青蛇》《新白娘子传奇》等老影视。值得推荐！
朕心里苦啊,2019-01-23,推荐,4,1,动画流畅程度不错，借用白蛇这个IP创作新故事，遗憾的是剧情上面漏洞比较多，比如师傅怎么莫名其妙的在国师死了以后就黑化，没有铺垫就显得太过匆忙了，而且中后期全程围绕着男女主角感情说事，和开头人妖两分的大格局对不上。不过对于国产动画暂时不能以欧美日本那些已经形成产业链的相对比，希望可以越来越好吧。
李大米,2019-01-23,推荐,4,0,确实不错，追光不是老板抓内容果然好多了，美学很具原创性和中国风～这对国产动画很重要，这么几年来国产爱情片最佳被动画拿下了。棒棒～成人向，光怪陆离我喜欢，喜欢小狐狸姐姐！
"杉小爱|好姑娘,咱们走起来",2019-01-17,力荐,5,0,这旧瓶装的新酒，好喝！水墨画面处理惊艳，那些如画风景栩栩如生、那些打斗的场面也是细腻；影片源于古老的故事，这次却另辟蹊径；中美合作，动画片整体制作偏美风，所以人物可能有些许熟悉感，比如女生特有花木兰的痕迹。瑕不掩瑜，片子值得一看，另外音乐也是让人心醉！
落红尘,2019-01-13,还行,3,0,"三星半
我就问 这脸是不是照杨超越画的？？"
顗禮,2019-01-12,推荐,4,3,"好虐狗啊！
画面太惊艳了，经费从头到尾都在不停燃烧，仿佛特效不要钱似的，差不多是国漫（虽然是合拍）近几年的一个技术高峰了，所以我很奇怪为什么不是3D的（不是说2D不好，只是本片的画面太适合3D了）故事方面因为本来也就没什么期待值，所以观感还不错，把《青蛇》和《新白娘子传奇》结合起来讲前传故事挺有意思，整体没什么大毛病，国漫现在就需要在寻找新的可能性的同时稳扎稳打的慢慢进步，未来可期啊！
Ps.片尾有彩蛋，不要漏掉"
皮革业,2019-01-18,还行,3,3,没想到场面这么大，还一直打，且只发2D算得上相当良心了。美术想法太多，一会好莱坞，一会中国风，还有全程弥漫的泡菜网游味，很难融合在一起，人设的风格更是接受无能，如果有续集的话，建议请个好点的设定。
幻儿,2019-01-16,还行,3,0,国漫还是不大习惯3d风哎 整体流畅 人物贴图细节还是有点糊的比如白蛇的眼影 好像古风sims4人物的感觉 狗狗的细节不错 片头片尾水墨有意境 有机会希望看到纯2d国漫水墨动画就好了
mr.left,2019-01-10,还行,3,4,"2019.01.10 新影联
3.5颗星，画风仍然是我接受无能的3D建模，sd娃娃画风真的…
对我来说整个故事真正开始好看是在许宣自愿成妖以后，妖生来就是被杀的吗？
编剧十分巧妙的给耳熟能详的故事续了一个这么有深意的前世，这种合理改编很能博得我的好感
22岁以前看的最后一部电影
"
Lsophia,2019-01-19,力荐,5,1,呵 已经上八分了 渐入佳境的作品。台词功底深厚一些就更完美了 前边稍微有那么一点点尬 。小狐狸还蛮吸睛的。如果买手办我会买小青一开始穿着连帽服的那个造型。
艾银,2019-01-13,推荐,4,3,"片尾曲响起来，忍不住泪目~
回家路上一直听着《前世今生》。
“爱到深处了无怨”这句词，真的太戳心了~
——2019.01.11"
黑白条纹鱼,2019-01-12,推荐,4,4,一部难得的性教育片：1、lala不要让男人走进自己的世界，否则原本平静的生活就会支离破碎家破人亡；2、实锤雄黄酒可壮阳，壮到许仙可以一炮掰直白素贞；3、告诉姑娘们，渣男就是可以做到炮到你，立刻露出不是人的本来面目；4、警告热衷一夜情的渣男，不要睡处女，否则炮完妹子，就算消失500年，也会找到你让你负责。
你在百花深处,2019-01-12,推荐,4,3,"电影画面做得特别美，特别逼真，从电影开始到结束，只要有女主的镜头我就要感叹一句：好美啊，看上去不像妖，而像仙女，仙女姐姐我可以😘
前半部分的剧情都很好，直到许宣自愿变成妖那里就很扯了，编剧水平断崖式下降，差点看不下去，电影用白娘子与许仙的初遇结尾，也算是HE了。
佛塔里面，小青趴在女主肩头那番话，说出来好姬啊，什么我们已经相伴了这么多年了云云，好病娇的小青。
男女主生死离别之际，男主歌声响起，女主跟唱那里还是赚了我几点眼泪的
最后还要吐槽一点，女主的名字叫小白，真的...好出戏
一个小提醒，如果怕蛇，还是慎入，因为电影做得很逼真，我这个不怕蛇的人看了都有点起鸡皮疙瘩😓"
whrong,2019-01-21,还行,3,0,其实 白蛇故事演绎的最好的 是金光布袋戏的锦烟霞和青奚宣
慕德,2019-01-11,还行,3,3,太惭愧了，为这老套的爱情故事竟然在电影院里掉了几滴眼泪……画面是真美，配乐是真煽情，故事是真不行。除了宝青坊主小狐狸还有点意思外，人物没一个立体的。#但床戏还可以# #我终于看到成人向的国漫了# #国漫是真崛起了就差个好剧本#
belltoy,2019-01-17,推荐,4,0,挺好的，鼓励一下
摇滚蓝,2019-01-23,推荐,4,0,4.5 动画好好啊，台词还有进步空间，哈哈哈哈😂
茶仔,2019-01-23,较差,2,5,吹太过了，剧情逻辑不通，人物人设单薄，我以为自己在看仙剑奇侠传+泰坦尼克号
Olala,2019-01-23,较差,2,2,剧情、人设，差的一批，看的尴尬的一批
朱古力,2019-01-16,推荐,4,0,成年人一定要去看白蛇啊，真正的中国动画2.0，这种改编方式就是对经典与当下打通的了不起的创作，打斗视觉和节奏满分，硬要说感情戏可以更好，不要带小朋友，有软情色，让人看完为之振奋
某妮,2019-01-13,还行,3,1,呜呼！孰知赋敛之毒有甚是蛇者乎！
声色画报,2019-01-14,推荐,4,2,作为家喻户晓的白蛇传故事的前传，故事编的还不错，使悲剧变喜剧，没糟蹋这个IP。人设做的不错，颜值很高，还有国产动画史上最大的尺度。
rodge,2019-01-13,推荐,4,0,画面真的很美，算是国产动画电影顶尖技术了，唯一缺点是人物的面部表情略僵，喜欢这个结局衔接电视剧新白娘子传奇在杭州西湖边断桥相遇的场景，整体作为国漫还是优秀的
Messi,2019-01-18,很差,1,1,An overrated feature
其实叫朗基努斯,2019-01-18,还行,3,0,去年神秘观影内测时看的，看之前还惴惴不安怕是小时代，片头打出来的时候我差点笑出声，感觉新白脑残粉的身份被识破了。不过看的不是最终完成版，很多场景还没有渲染，角色刻画在国产动画里算不错，就是两个主角的网红脸我真的无法接受特别是白蛇的韩式大平眉看得我出戏，最后循环前世今生好评，想指挥全场一起唱！
喝汽水的老阿姨,2019-01-19,推荐,4,1,我可能就比较吃情怀这一套吧，看到开头青白二人泡澡是致敬王祖贤、张曼玉那一段，就给我一个好印象了。然后电影改编的许宣人设我挺喜欢的，不嫌弃小白的蛇妖出身，甚至愿意化人为妖，这都比传统故事里的人物形象要好。电影画面的中国山水真的很美，就是最后boss战那里我觉得有点草率……
北叟,2019-01-15,推荐,4,0,好看
变成阳光☀,2019-01-12,推荐,4,4,看之前特意去重刷了粤语版的青蛇，前面有些东西跟青蛇很像，但核心是不一样的。好美啊，无论画面，无论爱情，纵然浮生若梦
李湘,2019-01-17,力荐,5,1,中美合作的电影。画风美到惊艳。山川湖泊的每一帧都能当电脑手机桌面。白蛇和许仙的前世故事新编也很是有趣动人。让人有了恋爱的冲动。打斗场面非常紧凑刺激。2019年新年伊始，国产动漫电影的诚意之作。满分推荐。
Mr沛看電影,2019-01-16,推荐,4,0,最好看的是那条狗。故事挺有新意，情节也很浪漫，高于预期。就是动画做得有点差。
请叫我腹黑,2019-01-18,还行,3,0,又是一部自来水安利的动画，预告片还不错，整部看完只能说有点过誉。虽然是白蛇的故事，但总觉得自己在看仙剑，尤其男主这酷似李逍遥的造型。国漫这几年确实在进步，期待下一步佳作。
星尘战场,2019-01-20,还行,3,0,略低于期望，比较完整，但是整个剧情逻辑有些牵强，唯一喜欢的角色是狐狸老板娘。结尾新白主题曲响起来的时候，是唯一被感动的时刻
半推半就的生活,2019-01-21,推荐,4,0,按照商业片标准，视效，打斗，故事节奏都很棒啊。若说各种心思不是原创借鉴百家，抄的好真的也是本事。完成了当年《大圣归来》未达到的预期。
风的飒飒,2019-01-13,力荐,5,14,抱歉，我要吹爆这部电影，上一次让我做到语无伦次跟朋友同事宣传的，叫大圣归来。国漫不是在崛起，而是在重生，我们有实力，有能力把国漫拍好！
劣者不是故意的,2019-01-17,推荐,4,0,四星鼓励分
Aiyuge,2019-01-11,推荐,4,2,戏说不是胡说，改编不是乱编。拍成这样，导演应该向全国人民……，啊？大家一致都说这白蛇🐍拍的好啊？！不好意思，说习惯了，言归正传，明年上半年，中美合拍的西游记即将正式开机，我继续扮演美猴王孙悟空，我会用美猴王艺术形象努力创造一个正能量的形象，文体两开花，弘扬中华文化，希望大家能多多关注……
囧囧的蛋逼日经,2019-01-14,还行,3,0,做的还不错，为我们90后衔接上了童年回忆。但是制作商还是有待提升，前期大场面充满了国产端游的气息，人物做的并不生动，眼神错位很严重。
Dilettante G,2019-01-15,推荐,4,1,山水优美，意境不错，机关重重也算吸引人～喟叹现实中哪得如此美景呢！？
吉光片羽,2019-01-15,还行,3,0,看完还是喜欢的，难得国产（商业）动画有一部不用拿诚意来当卖点的，因为真的做的精致。故事简单不算缺点，人设做的还是很到位的，打斗场面、法术设计像模像样，比之大鱼海棠不知高了多少。当然人物过于美型，类型元素拼贴，常常有一种割裂感，也是不争的事实。值得鼓励。
Pyako,2019-01-13,推荐,4,0,画面好看，前面节奏有点慢，后面渐入佳境
有质感的小熊,2019-01-11,推荐,4,4,哇，这部作品将国产动画电影的水平提升了一个层次。值得点赞👍👍
Harry-Z,2019-01-11,还行,3,5,"从大学时期就开始关注的动画公司，一直希望他能做出更好的作品。上次看《猫》真是失望极了，这次进步很多，特别是美术和分镜上的，然而剧本依然是软肋。首先，白蛇和阿宣之间的爱情的萌芽和发展做得非常不扎实，基石不稳，越盖越显得别扭。第二，人物的性格和行为动机缺乏塑造，小青和大boss的性格塑造很是扁平，白蛇还好一点，阿宣的人物就没立起来，只知道他是个乐于助人的好人。
我时常在想，我们拿好莱坞的那套编剧方法来讲东方的故事可行吗？东方和西方的直接热情不同，我们民族的血液里流淌的是婉转和温柔，我们动画人还得多和实拍的电影创作者多学学，大陆的、台湾的、日本的"
福仙儿大背背,2019-01-16,推荐,4,1,画面特效挺好看的，小狐狸和宝青坊的设置比较机灵讨喜，就是爱马剧情拙计。。还有强行彩蛋
少爷放了个屁,2019-01-11,推荐,4,6,情之所起，一念之间，一念化妖，一念千年，不妨不妨，来日方长。
凉拌培根,2019-01-21,推荐,4,0,8.0  小青我心疼你哇
深夜影荐,2019-01-11,推荐,4,5,真正的文体两开花…特效、配音、故事都下了真功夫，男主迷之像胡歌…2019开年第一国漫，美哉
沉因,2019-01-12,还行,3,0,一段知其不可而相依违命的前世补白。许宣算是迄今最可人的一版：无力有心的理想主义少年，以自主“降格”换取相爱的合法性。并肩战斗、拼死相护的前史，圆了白蛇一见钟情的逻辑——跨越时间的审美。缺点是奢于动作而薄了叙事，导致角色形象欠完整、动机不充分（尤其捉对作死的 Boss 们、“一文不值”的小青），转场也稍显频繁生硬。视效、配乐、配音则很优秀。国产动画，继续加油。
耳边蚊,2019-01-10,还行,3,1,最好的地方在小白发现许宣被冻僵时的两秒演技，整体很一般。虽然还是靠不知道要干嘛的偶然事件推进剧情，但剧本比以前顺畅了很多。所谓非合家欢只是因为有那种镜头罢了，还有我真是欣赏不了追光的人设。
维舍斯✖卑鄙香波,2019-01-21,推荐,4,0,动漫梗相当足
izaijin,2019-01-12,推荐,4,0,有些地方真不错，比如画面，还有结尾西湖相遇……
Schedule,2019-01-15,推荐,4,0,多一星给画面
安静疯-廖小本,2019-01-22,推荐,4,0,我也觉得小青喜欢小白呀。 捕蛇人不捕蛇，救了你回村，喜欢上你才发现你是妖，为了和你在一起自己变成了妖。最后打败老蛇妖还村民一个白净世界
葛团妹,2019-01-22,推荐,4,0,虽然剧情比较弱，而我又重视剧情，主人设其实并没有建立起来，许宣尤其，但整体还是很好的，特别山水实景，细节造型，整片实打3星半，加半星鼓励，彩蛋前面的水墨字幕那几分钟，配乐特情怀，煽情了一把
尔安宋,2019-01-20,推荐,4,0,材质建模技术已经不错了，就是人物皮肤表情还有的进步。新水墨画的尝试也不错。
无人应答,2019-01-13,推荐,4,1,故事和动画技法已经是大大的进步，比小门神和小茶壶成熟很多。但追光做的人物面部始终缺乏生动感与灵动感，故事也总是天花乱坠红红火火没有任何留白。
元首特价大酬宾,2019-01-15,推荐,4,1,“人间多的是长了两只脚的恶人，长了条尾巴又怎么样”单薄真诚，一往无前的许宣最动人。我被宝青坊主那个小狐狸精迷住啦！
litkio,2019-01-15,推荐,4,1,能看到诚意。但爱情段落太让人不适了。后段才来上些感觉（CG掩饰剧本的差劲）。最后一个来世的小设定有意思（影院一片惊呼，音乐给得也很到位）。
[未注销],2019-01-09,推荐,4,7,和《大圣归来》一样是部前传/前世的故事，有了充足的空间自由发挥。追光的第四份答卷，动作场面早已不成问题，奇观也够；一首插曲、一首片尾曲（循环播放《前世今生》），少而精。不过，叙事兼具追光和华纳（DCEU）详略不当的缺点，好在结尾怒刷存在、猛增好感。导演不是王薇，难怪。《华纳大战王微：追光黎明》
Whysu,2019-01-19,还行,3,0,主线故事难道不是泰坦尼克号？男主最后把生机就给女主，一场床戏，女主的背景高于男主，男主帮着女主重新认识自己，项链和簪子…… 动画效果做的真好～（在离着断桥最近的电影院看的，好想去丢发簪啊）
凤凰于天,2019-01-19,力荐,5,0,真是非常扎实的剧情推动功力，本以为白蛇题材已经没有啥新意了，但这部动画用精密的制作能力征服了我，国产动画需要这种。
leo,2019-01-18,推荐,4,0,可以理解为什么评分这么高，和顶级好莱坞制作还有一些差距，但论水墨古风，这是我们的主场
Sandra J,2019-01-12,推荐,4,3,四星半 很良心的经典再演绎 原创了白蛇与许仙前世的纠葛 致敬了经典剧新白娘子传奇以及徐克电影青蛇 片尾曲改编版前世今生随着许仙登场响起时真有点让人泪目了！唯一槽点是女性角色们脸部建模也太网红锥子脸了吧
段非,2019-01-17,力荐,5,0,"这个电影像大圣归来，套的是白蛇传的故事，但是 捕蛇者说 的打开方式，讲的是前世，断桥相遇的时候前面已经有一整个故事了
里面的小青，像张曼玉的青蛇，也像秦时明月里面妖媚的赤练
我看的时候忍不住跟小伙伴吐槽小青对白蛇真的很拉拉（当然并不是），而白蛇分分钟为了男人丢下姐妹，但是关键时刻她对小青还是真爱，为她暴起
许宣的设定很完美
唯一的缺点就是三个主角都很网红脸😂不过还是好看，说起来这个故事能进行很大的原因也是因为许宣是肤浅的颜狗
最大的惊喜是打斗和背景画面，很出彩
希望能票房大卖 出第二部，但是，第二部是许仙，希望别虐"
保小罗,2019-01-10,力荐,5,7,故事和特效不错，但是爱情线有点尴尬。我觉得周深的歌放在结尾会更好，不食人间烟火的情感。
灰色堡垒,2019-01-05,推荐,4,8,追光动画目前为止最佳，希望这次票房能好点吧。因为是中美合拍，所以技术堪比好莱坞，观赏性也很高，而且感觉追光动画终于找到了文化植入的巧妙方式——故事从柳宗元的《捕蛇者说》切入，男主角许宣的名字是许仙的别名，又融入了水墨画、八门遁甲这些元素，还致敬了《新白娘子传奇》。
Marvin,2019-01-20,推荐,4,0,有亮点，但剧情真的拖后腿。不能带脑看。
monica喵,2019-01-17,还行,3,2,就也没有营销的那么厉害啦，及格的动漫
承泽明,2019-01-14,推荐,4,0,改编大胆，创意十足，可贵的国产成人向动画，真正的国漫之光！最喜欢宝青坊的设定，当然，还有那只媚气十足的狐妖。影片的画风、人物造型、动作设计、场面调度、剧情节奏等都可圈可点，只是白蛇和许宣的感情线还是处理地略显生硬，中间一度让人想到了《驯龙高手》和《金刚》。不过完成度已经相当不错了，看到最后西湖相遇桥段瞬间泪目，果然“世间所有的相遇，都是久别重逢”。
张库岑,2019-01-20,未打星,-1,0,差评
Krasosmutneni,2019-01-14,推荐,4,1,男主形象很生动啊！虽然是主角救美的老套，但最后小白还是靠“记住”把爱留下？H之后有段男主急着变妖的戏份，逻辑跟不上……打斗部分逻辑又圆回来了，断桥相逢也有了说服力。有金鹤，还有狐狸萝莉彩蛋……狐狸又开始和人做生意了。
Hex,2019-01-21,较差,2,4,剧情俗套，平庸。
羊过冬,2019-01-21,较差,2,2,"睡着了，醒来的时候许宣变成了妖。
看的到国产动画的努力，但是豆瓣8分还是太夸张了，感觉得到努力在刻画静态画的美轮美奂，但是人物才是最重要的吧，女的一水超大眼镜整容脸，是因为蛇精所以弄成蛇精脸吗？所有人物表情僵硬，说话的时候基本只有嘴巴动，多在微表情下下功夫。配音也不行。两颗星。"
怪化,2019-01-18,推荐,4,0,惊艳了！国产动画！
glow,2019-01-23,推荐,4,1,诶嘛，虽然剧情简单，但是还是给我看哭了，我最不能看爱情悲剧了，一看一个哭
林一二,2019-01-12,力荐,5,6,剧作真棒，真国风～
夏天11,2019-01-15,力荐,5,4,是因为后世游湖借伞的缘分，还是因为五百年前的舍命相救，是因为珠钗掉落叮啷作响，还是因为人生不过苦多乐少。是因为那一回眸才有的缘起故事，还是因为两心相照，不问前世今生。这是一部堪称震撼的动画片，美国负责的特效和光影，但内在里的故事还是国人的那一套——问情，是委婉的，问天何其不公，是振聋发聩的，今生做人，来世做妖，人和妖之间又有何不同？天之道，损有余而补不足，是天地不仁，还是她命中有此一劫？情义两相知，小白啊，你何其有幸。西湖美景三月天，春雨如酒柳如烟，故人回眸，是新生，是重逢。
北渚,2019-01-15,还行,3,0,虽然对于“怪力乱神”和打斗场面无感，但还是被几段场景美到，宏大的美，细微的美，纯真的美，悲剧的美。以及很喜欢许宣这个男孩子形象啊哈哈。
索尔之锤,2019-01-24,力荐,5,0,超预期，风语咒中就说过了，配音不违和甚至还有亮点是国产院线动画相比网络动画最舒心的优势了，宝青坊怪力乱神的场景设计也是一绝。虽然叙事略赶，但电影完成度真高啊，这文本信息正常可以开两部电影了。动作设计颇惊艳，除了与国师徒弟那场纸鹤大战极具视觉冲击力外，高潮三方大战也拍出了难得一见的层次感，决战处至少设计了五个层叠的小高潮，这也就黄金时代的好莱坞会这么干了，有才。结尾新白娘子BGM一起一身鸡皮疙瘩，片尾彩蛋小狐妖是要开个外传的节奏。当然，最初是冲着小白小青充气娃娃般白净的脸腿和肌肤去的，小白这是正宗蛇精脸吧哪什么网红脸
梅宝,2019-01-12,推荐,4,2,中美合拍，画面很美。妈妈坐在旁边疯狂感叹这白素贞的腰白素贞的腿白素贞的xx，心情十分沉重。大量运用东方元素，设计的场景也是很符合国人的审美，当然做动画也是熟悉的故事，剧本不会升级到哪里去，倒是这个欲美欲仙的小狐狸半裸（小）酥胸，甚是迷人。
我爱你,2019-01-25,未打星,-1,0,https://www.bilibili.com/video/av40914954
Andrew,2019-01-12,推荐,4,1,故事讲得没毛病，美术概念设计也不错。各种情色擦边球非常可以，直接把这部片升级为成人向了。
养生棒棒糖,2019-01-11,推荐,4,4,故事很完整 人物很立体 画面很精致 比预期的好很多 记住那些美好的
獰貓色碾兔猻黑,2019-01-17,推荐,4,0,真的是回忆杀，新白娘子传奇倒只剩了个主题曲，完全青蛇+倩女幽魂23333蛇师傅只能让我想起聂小倩的姥姥啊哈哈哈，狗子可爱，小狐仙根本就是继《世界最后的夜晚》之后又一波足控福利。
悟一.,2019-01-13,力荐,5,6,美到我哭泣
马庆云,2019-01-12,推荐,4,0,少儿不宜
