user,date,eval,star,votes,content
寡狗,2019-01-15,推荐,4,0,首先不是三弟就已经加分，其次这是一部面向成年观众的动画电影，并且做工精良，视效一流，美术配乐动作设计皆属上乘，实乃享受，加上世界观设定奇妙尤其是宝青坊的设计特别具有邪典色彩，人设也十分讨喜，配音舒服，台词不膈应，这在国产片中已经实属难得，更让人惊喜的是成功的改编了一个中国人耳熟能详到诸如《白娘子，小青，小倩》等的传统志怪爱情故事，既不俗也不脱离现代价值观，实在是好好的讲了一个故事。
cenxuan,2019-01-15,力荐,5,5,但后面那段 就我哭的跟个白痴一样。还好 看的上午场 电影院没多少人。。。               电影🎬的画面真的很美 歌曲好听 故事简单却动人 再一次觉得 有转世的说法 真是美好的事情。。。
セシ♪,2019-01-08,推荐,4,3,美術非常棒，中規中矩的愛情故事。
铅纸鹤,2019-01-23,推荐,4,0,我好像那条狗啊
安泽,2019-01-17,推荐,4,0,剧情的确还是有些简单跳脱，但画面美得没话说，国产动漫加油↖(^ω^)↗
Veronica,2019-01-22,还行,3,0,名副其实蛇精脸
韦肃,2019-01-14,推荐,4,1,给国产动画一个建议，回归二维世界吧，那才是讲好一个东方故事最好的基础。
毛病小精灵,2019-01-19,还行,3,0,转变为成人向的画风这个决定很聪明，让人不忍苛责！
Cherian,2019-01-13,力荐,5,7,太棒了！杭州城音乐响起的一瞬间眼泪夺眶而出啊。喜欢艄公突如其来的唱歌、取一样物事和小狗变姐夫的小细节。小狐妖说取物事的时候丁不三说，那不变成人妖了？！
步惊云的理发师,2019-01-15,力荐,5,3,"五星值得。
真的真的喜欢这部片子
可是，小白，你找到的还是那个给你取暖，为你变妖，护你避冰剑的许宣了吗？他现在不过是一介懦弱无能的医师了，在法海的威胁下，把你出卖了个干净……"
竹外凉真,2019-01-19,推荐,4,0,画面非常好看。剧情方面，一下子想到仙剑，一下子想到泰坦尼克号，一下子想到大鱼海棠。结尾彩蛋买了一个坑。
看漫画的怪蜀黍,2019-01-20,力荐,5,2,别的不说，片方既然已经拖档了，为啥不干脆拖到情人节上映，这个点上映你票房能火才是奇迹，顺便说一句，看到差评区各种三观不正我就放心了
吃瓜路人,2019-01-12,推荐,4,4,这部动漫颠覆了此前追光动画作品的低幼属性，主打成人向，但缺点依然很明显，剧情转折相当突兀，很不连贯，但还是值得电影院一看。
米琪雅_Misia,2019-01-22,还行,3,0,画面一流，即视感太多，结尾新白上线真是最大心机。对了蛇母明明挺好看的，怎么是个智障…………
脑子烧坏骚年,2019-01-21,力荐,5,0,说白蛇是蛇精脸的，等等，她一正版蛇精不是蛇精脸难道还该是性冷淡大方脸不成吗？
七里八里,2019-01-23,推荐,4,0,美术还真不错，漂亮得很。
Fonic,2019-01-13,还行,3,0,没有特地搞3D还是不错的，但是剧情老是苦兮兮的很蛋疼啊～  
bluecoat,2019-01-21,还行,3,3,一流的画面，三流的故事，很多情节都太过生硬。拿了白蛇一个瓶子，装了一部仙侠超英片。唯一那点神韵是阿宣船上那首歌，加一星。
莫呼洛迦-屁股上的青春在歌唱,2019-01-18,推荐,4,1,美術和場景真的很棒！可能是一直對國產動畫完全沒有報以任何期待的關係 這部片反而讓我倍感驚喜 寶青坊的那段實在優秀 雖然還是會覺得某些轉場和鏡頭有點生硬 不過總體來講 已經非常好了！
令狐漢叁,2019-01-19,推荐,4,0,意外地还不错…成人向的部分都不错；老狐狸和青宝坊的设计大妙；虽然切入点是失忆梗，但人妖之辩不婆婆妈妈；还调侃了船夫调子，憋到片尾曲才上经典旋律。在杭州，发现对这段故事还是有情怀的～
唯爱哈察苏,2019-01-11,力荐,5,10,吹一下吧，看预告:5毛游戏质感，看完正片:真香！
一位少男,2019-01-12,力荐,5,4,缺点和优点一样明显，但不管不管，试问哪个人不喜欢白素贞的一切呢？！国产动画鼓励星一颗！
cat,2019-01-18,推荐,4,0,想想就痛心 许宣这么美好的人 转世却变成了许仙那个窝囊废
危小生,2019-01-23,力荐,5,3,那些说白蛇突如其来地脱衣服情节太突兀的人，你们是有多麻木。在此之前，许宣救或作势救了白蛇6次，你们看不见吗？第一次，不用说，从水里救起，白蛇看了他一眼就昏了过去。第二次，从两个士兵手里，以命想搏，杀了同类（蛇认为是人皆恶，但许宣为了救他，杀了自己人）。第三次，常盘冲过来，许宣明知是找死，还冲了上去（画面特写，巨大蛇口下一个小身影。这次白蛇为了救他，情急杀了同类）。第四次，怀中暖身。第五次，青蛇过来，许宣下意识挡在前面（也是明知打不过。前提他怕蛇，也知道对方是蛇妖，狗跟灯笼衬托其勇）。第六次，地府机关。这几次已经让白蛇忘了人妖殊途，而且他们都是在做“不想做但不得不做”的人，这也是他们心有灵犀的地方。你们非要导演来一段肉麻的台词才看得懂爱情吗？
金正昆,2019-01-14,还行,3,0,“国漫崛起”也喊了好些年了。当初对《大圣归来》充满期待；《大护法》的寓言叙事有所突破；《大鱼海棠》根本没看；参加了《风语咒》点映和导演见面会。所有这些都仿佛差一口气。想要“崛起”无非两点：一是美术，二是叙事。以目前的技术手段，美术层面几乎没什么问题。然而成片的造型、场景设计不够统一，不知是不是协同作战的关系。偶有佳句，实难成篇。从传统故事中取材理当如此，现代化诠释要慎之又慎。这次“白蛇”的故事几乎脱离民间传说，属于前传故事。反而最后游湖借伞的水墨连环画颇有古风，之前的冒险叙事混乱。不如好好讲讲“观音断指化白蛇”。
shirak,2019-01-19,推荐,4,2,大大超出预期，光怪陆离，景致惊艳，除了人物动作仍有掉帧的感觉，其他方面无可挑剔！
qhy15,2019-01-19,推荐,4,2,画面精致，打斗华丽，故事和设定中的中国元素很棒！但是主角脸太迪斯尼了，妖怪脸又太魔兽争霸，很出戏；剧情转折感觉又有点生硬，像看了国产大型单机游戏的cg合集。最喜欢狐狸的片段，人设棒，场景像致敬了哈利波特的魔杖店。片尾曲大赞！
留白,2019-01-12,力荐,5,7,"看完就想说真不亏我顶着大风骑20分钟车子去看哈哈。
画面很美，完全就是一副中国水墨画。故事虽然是很简单的人妖相恋但是比之我们相熟的白蛇传是另外一个全新的故事，叙事流畅。总体很不错！
看完电影3个小时后才知道有彩蛋，感觉自己又错过了一个亿………………"
嘛哭当拿路哆,2019-01-13,力荐,5,3,那音乐一起就哭了，白娘子可是我初恋…；不过动画演出起伏明显还得加油！
Morty.,2019-01-13,推荐,4,2,画面好美，剧情和台词真的是硬伤  希望国产越做越好👏
qi神马,2019-01-11,推荐,4,3,第一次为这个故事而感动，成人向没什么不好嘛，追光真棒
满江红,2019-01-19,力荐,5,0,1、出乎意料的国风动画典范。2、想象力出色。3、画风不拘一格，水墨画活用于三维动画之间毫不违和。4、中国古典元素嵌入巧妙，奇门遁甲、道学方术在片中表现得很灵动。5、几场大战都非常有想象力。6、许仙的前身许宣人物塑造有少年气。7、狐妖美术设计有突破，青坊的各类道具设计也非常有创意。8、各类机关都是源于中国古典文化元素，真是用心了。
身居地狱求杯水,2019-01-08,还行,3,1,特别混搭，精良的制作、罕见的cult场景和一些很独特的创意下包裹的却是一个充满套路少女心爆棚的故事，比较可惜。
小旋风,2019-01-12,推荐,4,1,剧情拉回白娘子许仙的前世今生，有效规避了“改编不是乱编”的六学警告，勇敢果决的许xuan偶遇误入凡尘的小白，奋不顾身的爱情故事，倩女幽魂版铁达尼嘛，有点意思~ 古风满满的美术设计，精致的视效，动人的配乐，9102年的国漫之光！
娑羅(Solo),2019-01-14,推荐,4,3,对于迪斯尼、梦工厂、吉卜力、BONES这样的巨人，中国动画就是刚学走路的幼童，目前二者还不是一个量级的选手。本片仍然有许多暇疵，如面部表情不够细腻柔和、故事逻辑经不起推敲、爱情铺垫不够、尴尬台词没有融入感、反派标签化人物不丰满...但是，勿论配音、动作、构图、豹尾等优势，其长期被人诟病的弱智剧本，还有低幼市场指向，追光都突破了原有的自己，就单能突破自我继续成长这一点，就配得上支持与鼓励。中国动画之路不易行，能屡败屡战并不断挑战自我极限的作品都应获得理解与称赞。低幼不通就打成人牌，追光没向巨人们学习两者兼收老少通吃，这一次总票房上估计又要悲壮了。路漫漫，希望你们挺住，早日冲出黑暗追到光明。
木光,2019-01-22,推荐,4,0,“一时欢情，我记了五百年”、“人间多的是两只脚的恶人，多条尾巴又怎么样”。画风太赞了啊，这种画风还看什么打打杀杀的，麻烦拍一部几十集的恋爱剧，谢谢。
木水,2019-01-20,还行,3,0,从故事情节和人物动作设计来说，值得推荐一看，3.5星。
Rachel,2019-01-13,推荐,4,1,真的超级美，中国的美，尤其结尾那段水墨；剧本薄弱老套但总算流畅，没有太明显的bug，比我昨天看的大黄蜂好多了；打斗很好看；人物的脸像打了玻尿酸，珠钗的塑料感太强；成人向动画，希望不会被脑残父母举报色情；致敬了青蛇和新白娘子，很多地方让我会心一笑；相比许仙，我更喜欢电影中许宣的性格；宝青访的设定超级精彩。
沉潜的松枝爵,2019-01-20,力荐,5,4,看完就脱单了，必须五星
竺.不二.哼哼,2019-01-17,还行,3,0,也就那样吧，一直想着徐克的小倩
雪中来客,2019-01-14,推荐,4,0,场景很美很好看，画面意境非常有中国文化韵味。毛发衣料光影的渲染都很细致了，国内的三维进步很大了，有一些动作上男主角色稍显僵硬，整体还不错，变妖以后很灵活。故事在前面看过来都觉得有点老套的仙人爱情，但是没想到最后故事高潮时候前面的回忆一来真的要泪目，忽然想起了凤凰和锦觅，还挺不错。国产动画人很不容易，这部故事在最后算过关的，鼓励支持！作为就在杭州的人，更加支持下。
猫步小D,2019-01-06,还行,3,1,整体动作都很干脆利落，这点看得比较爽。最喜欢两蛇大战国师徒弟那场，双蛇旋转进攻镜头很帅气。被画面惊艳，有华纳的加持效果美炸天，场景几乎做到每帧都可以做壁纸了。声效很有好莱坞大片范儿，配乐比主题曲好听。喜欢小狐狸的造型，迦叶阿难两个跟班有点像汤婆婆的三个人头。印象最深是蛇尾间仰视白蛇那个镜头，构图很带平衡美感。可惜台词把简单的剧情太直白地说出来还是尬尬地。几个转折点又没有表达清楚就突然一个特效强制进入下一幕。许宣原型是李逍遥咩？和白蛇的感情铺垫也没有到位就人妖合体…白蛇使劲抓着许宣不放手这场仿佛看到导演内心满满的我执。片名和结尾彩蛋都很明显地铺垫第二部。现场观众看得挺开心，最后《渡情》曲调一出后面的女孩们莫名就嗨了…所有笑点都在肚兜身上。4.8+.05鼓励分5.3
影想家 Hugo,2019-01-13,还行,3,0,6.0 / 之前就祈祷王微只要不做导演编剧什么都好，所以当然要多一点鼓励了，这简直就是追光目前为止最佳嘛。承袭了《大圣归来》的思路，但是不仅故事停留在 1.0 时代的爱情故事，画风也中西混搭，连有点让人惊喜的宝青坊段落也不过是意料之中的桥段，反而是最后西湖相遇的几分钟比前面更好看。
runnytone,2019-01-23,力荐,5,0,画面挺好看，致敬了泰坦尼克。人设受限了，白蛇的人设实在老套。
风满蜃气楼,2019-01-15,还行,3,2,画面不错，有几个场景还挺惊艳，但莫名让我串戏阴阳师…剧情有点生硬，人物都是网红脸蛋身材，美瞳大眼尤其违和。最后西湖那儿致敬老版电视剧还有点小戳。情欲戏部分我前排的家长拼命捂小孩儿眼睛，小孩拼命挣扎想看233
朝阳区妻夫木聪,2019-01-14,较差,2,2,唉……追光啊追光，还是算了吧。
科技吃土豪,2019-01-18,推荐,4,0,放到全世界整个动画工业中他是不完美的，但是在国产动画中，绝对是相当有技术水平的
朝与同歌暮同酒,2019-01-13,推荐,4,2,故事性太一般了，一点转折都没有的平铺直叙，看的有点没劲，当然画风和视效是值得表扬的，漫天的蒲公英浪漫到掉眼泪，国漫继续加油吧……
水寒344,2019-01-14,力荐,5,2,好看！
糯米团,2019-01-17,推荐,4,0,画面很美很美 有被惊艳到 片尾曲 满满的回忆杀 
小金子,2019-01-13,推荐,4,4,果真，当我们一心一意只讲一个角度的时候，就会收获专心致志带来的美好！可惜故事起伏差一点，好几个坑也没填满，但是瑕不掩瑜，值得一看！
洛可可,2019-01-17,很差,1,0,唯一说人话的就是那条狗了。
文森特,2019-01-17,还行,3,0,没什么期待，所以也没什么失望，但却有惊喜。白蛇的故事典故很多，左右逢源，故事创作可谓用心，经典段落的呼应处很是动人，但也有年代的局限性，还是讨好了以80后为代表的观众层。人物形象设计不古典，很网红。而且人物的物理设定和生物设定都不足，动作表情还是生硬。场景设计很漂亮，细节也好，但太多地方都太实了，很像游戏场景，还没有塞尔达的宏大意境。我看到的有趣的点都是邪点，比如小白动不动就露出的光腿，比如小白和阿宣直白的脱衣交合，比如小狐妖的酥胸微露与小狐妖猥琐手下与小狐妖的暧昧互动，比如阿宣成妖时暗示被阉等等，充满别样的趣味。所以这部动画片很可能通不过PG13的分级，差不多到R级了。叫上伴侣和闺蜜看吧，别带孩子了，会尴尬。既然是拍给80后的，80后高兴就行了。
豆瓣机器人,2019-01-13,还行,3,0,动画效果优秀。身份，记忆，人妖恋经典困局，许宣变妖不同以往。《白蛇传》被演绎过百十个版本，以流行文化作为切入点的还真不多。新意有，思考不足。
段郎RockDuan,2019-01-08,推荐,4,3,"超前看片会。
画质过关，剧情有中国人共同记忆。
真的很色气满满啊！"
小崔,2019-01-13,推荐,4,0,捕蛇者说+白蛇传。画面唯美，剧情弱智。三星半。
好美的美好,2019-01-23,还行,3,0,7分 橙色的银杏林，重峦叠嶂的山峰，飞流湍急的瀑布，漫山遍野的蒲公英，景色真的又壮阔又动心。机关玄妙的宝青坊还有一头两面的小狐狸都好有趣，唯一不足的在于故事的逻辑性。男女主感情迸发铺垫不足，突如其来的吻戏还有之后的东西都让我感觉很错愕。男主被冻成冰块吸走本来是很感动的情节，但是那个画面却让我有点搞笑。总体还是非常赞的，结尾擦肩而过的对话，超有感觉！
Santorini,2019-01-15,推荐,4,0,人间多的是长了两只脚的恶人，长了条尾巴又怎么样。
今天道,2019-01-12,推荐,4,2,钗子作为麦高分起了好几次作用，这是不应该的，最后的离别全无戏剧压力，成为煽情段落了。尾巴的断桥相遇用来笑场用。主要人物表情太僵化，口型对不上，让观众了无法代入，女主不能是邪眉，这是比大场面更难做到的技术问题。总之是好动画，也有不足。一切市场不如意，观众口碑不足，归根到底是制作技术问题。
柳樂優彌,2019-01-12,还行,3,0,画面和制作真的很良心，国产动画还是有救的，之前剧情不是我喜欢的类型。
穆子衿,2019-01-12,推荐,4,3, 剧情说俗套也不俗，算是《白蛇传·前传》吧，小白暗杀失败失忆后被一个叫做许宣（这名字～）的捕蛇人给救了，这个许宣还为了她变成了妖，最后肉体消散，魂魄寄于珠簪之上，影片最后终于回到了正常的《白蛇传》镜头。看好多人都在说有没有彩蛋，负责任的说，有，而且和第二部有关系。说回影片本身，制作场景真的加分很多，捕蛇村外山谷的红叶，飞扬的蒲公英，小白飞身上瀑布的动作，狐妖在宝青坊里绝对是国漫翘楚。服装设计也很细致，尤其是狐妖那件，大唐盛世之雍容华贵扑面而来，娇而不奢，艳而不糜，风情万种，看好多人都说是借鉴了和服因素，其实这种唐风才是和服的鼻祖。动作和面貌细节刻画超细腻，很期待第二部啊，国漫崛起有希望了。
月薇澜,2019-01-17,推荐,4,0,动画效果真的赞，各种宋代水墨写意的清淡之美。目测还有第二部，这个应该是《白蛇前传》。
慕詩,2019-01-18,推荐,4,0,老酒新瓶但确实不错，画面精致。
JasLee™,2019-01-13,推荐,4,1,wow画面真真惊艳到了。后续，二刷，1.19武汉主创面基，混到凑齐导演签名的海报（最喜欢色彩最浓烈的那张），就指着大卖，说不定能升值？？？
业余左后卫,2019-01-23,推荐,4,0,不错，可以有四星半，合格的前传。画得很漂亮。居然国漫出现了XXOO的剧情，虽然短了点。但我觉得从片子本身来说还是大鱼海棠更好看一些欸，比大圣归来好一些。20190123@幸福蓝海刘行店
Evarnold,2019-01-20,推荐,4,0,是截至目前与白蛇传说有关的最好看的电影作品。不过中国三维动画的短板在本片同样体现得很突出：1.动作戏流畅度不够，人物运动的物理可信度与国际相比还是有所差距；2.三维人物与环境、物品的互动缺乏质感；3.在有一个不错的故事框架下，剧本里令人信服和动容的细节的量和密度不仍然不够；4.导演技术跟不上预期的情绪效果。本片观感上不如追光动画的前作，始于它过早自信地开始尝试讲述主角是人的故事，现在来看还需要磨砺一下，不过未来实在值得期待！
D.K.Xu,2019-01-16,还行,3,0,人物建模的网游感太重了
星辰碎,2019-01-21,推荐,4,0,剧情有可看性，画面蛮精良，打斗很流畅，配音也入戏，是不错的国漫了。PS：小白和小青才是真爱哇
Doreen,2019-01-25,很差,1,2,融合了玛丽苏 绿茶婊 大鱼海棠 环太平洋以及灭霸 功夫熊猫等一些列风马牛不相及的作品为一体，还穿插了少儿不宜画面的剧情看得我旁边的小学生只犯尴尬癌的垃圾电影，画面再精美绝伦颜色再鲜艳亮丽都无法掩盖糟糕的剧情，豆瓣打分真是越来越不准了，难道现在玩豆瓣的都是初高中生了吗？！
沙丘涌动,2019-01-18,推荐,4,0,剧情其实一般，主题是爱情，但却是那些说烂了的情话，用烂了的套路，不过画面确实不错，再多给一颗星
Marco 王,2019-01-21,推荐,4,0,整体人物形象和故事稍有点美式之外，古中华元素做的还是挺美轮美奂的，结尾马上立刻绝对上四星～啊啊啊啊啊 啊啊啊啊啊
祖国小花朵,2019-01-19,推荐,4,0,好美的中国风 期待2
风雨骑老师,2019-01-15,推荐,4,0,三星本体+一星国产动画加成分。白蛇传混搭《捕蛇者说》，斗法构思和表现非常亮眼。作为国产动画尺度意外的大，香艳场景和杀戮段落比比皆是，尤其是工坊的美足狐妖姐姐，昆汀看了也要社保。音乐和场景同样赏心悦目，尤其是最后一段，当二人回眸，《青城山下白素贞》响起时，颇有《你的名字》跨越时空的纯爱感。不过动画还是有很多可改进的地方：人脸建模和表情略生硬，前半段情节推进得太突兀。不过这依然是一部值得去影院一看的动画，不因为鼓励，而是本身的质量所向。
cult,2018-12-28,推荐,4,6,"三星半。比较惊艳的是场景和造型设定，在不失传统特色的情况下，适当融入了一些东瀛风情，比如宝青坊的小狐妖，《甲铁城卡巴内瑞》“和服无名”既视感，且人狐双面头的设定挺有趣，服侍狐妖的两个笑脸侏儒，印象也尤为深刻，俩人抱腿爱抚的猥琐神态，甚至让人想起《富美子之足》中的两个痴汉，这个设定绝对有某种恶趣味玩梗的意味。
特别喜欢小青的铠甲装战服，气质媲美《真·三国无双》中的女武将，英姿飒爽又不失妩媚，脸部偏青绿色的妆容和灯光设计更是颇有味道，性格塑造也接近于想象中的小青，是全片最喜欢的角色。
总体来说，片子方向是对的，也特别强化了属于创造和延伸的部分，或者说工业的层面，这体现在了上面所提及的世界观和造型设定等比较硬核的环节上，它直接决定了这版白蛇故事的面貌和气质是否新颖，从这角度来说，追光这次做得很不错"
Josephine,2019-01-22,推荐,4,0,说是今年最好的国产动画片也不为过
田野与影像,2019-01-15,力荐,5,1,故事很不错了。就是不知道那个道士到底是个啥。
Mamacita117,2019-01-13,推荐,4,0,这基本上就是一个为我国最新的税改政策建议建言的电影，结合最近地方两会召开颇为应景，捕蛇抵税像是最新的个人税务app，有点复杂繁琐你还不得不搞，不牢固树立舍得单身狗的意识，不坚决贯彻赤裸上阵冻成狗的觉悟就是属于站位不高，随后你就有佛塔下“津贴”蛇“睡”，满天飞舞逍遥游，这类典型经验精彩纷呈，逻辑鲜明，至于后面那种挑动群众斗群众的事儿我压根不懂啊。两个亮点重点表扬，一是男主叫许宣而不是许仙，这是警世通言不是义妖传；二是完美复刻新白娘子传奇断桥一幕，《前世今生》一响，情怀又璀璨了起来。多给的分数是因为董小姐的眼泪，“铁达尼”大法好，谁用谁知道！挺想吹一下这个片子，追光目前生涯最佳了。
槑槑,2019-01-19,推荐,4,0,画面美哭😭   剧情发展太快了   感觉阿宣魂灭的前段是在致敬泰坦尼克
douban麦兜,2019-01-18,未打星,-1,0,为什么非要搞个哭唧唧的故事呢...王祖贤的聂小倩和刘亦菲的小龙女，她们的萌点不是哭唧唧...搞ACG，人设让人喜欢真的很重要。
毋忘离别绪,2019-01-17,力荐,5,0,多一星鼓励分，其实可以跳出这种框架，多一些怪力乱神的故事。现在的国创动画远远超出了我的预期，挺惊喜的，有种看亲戚家小孩出人头地的心态，不是自己生的，但也很骄傲。
迷。,2019-01-20,力荐,5,0,"《白蛇：缘起》自干五安利你们去影院看这部动画片，真的好看哭了

水墨画风不要太柔情，油纸伞和渡船梗完美点亮情怀，最后一幕《前世今生》响起简直全身鸡皮疙瘩
虽然妹子长着一张迪士尼公主脸，男主角性格也有点迪士尼王子范儿，但故事讲得很圆，总算没有像之前那些国产动画一样逻辑孤儿逼死我这强迫症

另外请问这部电影有宣发吗？听说和《闪光少女》是一拨人？[微笑]微博上几乎没看到什么讨论，听说票房也很一般，捉急

顺便给个参照标准，我本人给《大鱼海棠》一星，《大圣归来》两星，《白蛇》五星

中国还有那么多神话故事和传奇，希望还能看到更多更美好的片子呀❤"
Citrus,2019-01-10,还行,3,4,全片最棒的几秒钟就是 蛇大哥用水瀑围住主角时 那一幅定格的山水画 以及此时响起的琵琶声 很短但绝美 至于其他 不及这几秒了
夏之轻寒,2019-01-21,推荐,4,0,"画面和人物都很唯美，打斗效果大片级。
喜欢白蛇和宝青坊的狐妖。
这部明显是前传啊，期待后续。"
杨智,2019-01-20,推荐,4,0,人物动作有点尬，扣一星。别的都好。
井戒,2019-01-24,推荐,4,0,故事性比追光之前的作品强多了，角色设定有讨喜之处，借鉴青蛇和倩女，画面也好看。不过和风语咒共有通病，很网文，同样的内容一旦是真人绝对没有动画片的效果。白蛇也是个大IP，这几年不断翻新的速度快赶上西游了。小白也是心累，第一世折了一身修为，等了500年最后依然不得善终，还不如和小青缠缠绵绵到天涯呢。国漫越来越成人向是好势头。
無色,2019-01-23,较差,2,4,前半段真的看不下去...台词和逻辑真的让我忍不住想笑和吐槽。真的时刻穿越风语咒。虽说再国产中算不错了（也是高分的原因）但真的客观来看到不了那么高的分吧...优点当然有，远景的风景做的很漂亮，也很喜欢小妖精造法器的那一段。btw地道密室那里真的全场笑翻天哈哈哈哈。
丛二,2019-01-23,推荐,4,0,白蛇故事的演进就是一部妖人之变与女性意识的进化史，这部电影是一次全面倒退，撇开青蛇后产生的性与性别/族别反思，变成了现代思维包装后简单粗暴的恋爱脑古风古偶戏。惊喜来自中国风元素的全面运用，与娴熟的偶像剧讲故事技巧，国产动画的大进步。场景设计比人物设计高十倍，世界设定很崩乱，在流畅的恋爱戏里不明显，但很怀疑续集能否讲圆。
Colman,2019-01-12,还行,3,0,真正的蛇吻
仍等你,2019-01-11,还行,3,1,及格吧，剧情太简单，而且故事发展节奏很奇怪，中后期没有了明显的掉帧
g9421,2019-01-13,还行,3,1,国产动漫确实在不断成熟，但这种商业化的取向却在不断远离真正的中国趣味，除了对IP的情怀消费，又与美日的二流动画大片何异？
友藏君,2019-01-12,推荐,4,3,还蛮不错的，画面非常唯美。就是主角说话的时候面部表情还是有点僵硬。但整个故事讲的挺好。男主对那些八卦阵还有星宿的了解不像是村子里的人（感觉这块儿应该再铺垫一下），然后国师徒弟的手有点粗糙感觉不符合人设（但很喜欢在坐骑上漫不经心的看手这种细节动作）。以及500年后分男女主角颜值服装都飞升了。最后一句女主真的长得好像小戏骨那个演员。
小龙同学,2019-01-17,推荐,4,1,"期待了很久，终于看到了《白蛇:缘起》。画风自不必说，追光动画的画面从来都不担心。这次的的原创故事尤其让我满意，风格上很统一，就是很纯粹的东方故事，与画面、音乐都很一致，非常融合，没有之前某些电影东西方元素大乱炖的感觉，实在很难能可贵。一见倾心的缘起或许只在动画里才能如此让人心折，不生疑虑，只是醉心于它的纯，它的美。音乐配的真的，无论是借主角之口呈现的插曲还是周深演唱的推广曲，与电影整体的极致浪漫的气质都高度融合。让我滴泪的情节是二人乘伞遨游:如果说两个人一起看月亮是浪漫，那两个人一起站在水中看月亮就是极致的浪漫。同理，二人携手飞翔是浪漫，那么二人携手撑伞遨游则是极致的浪漫。
虽然口碑在外，心理预期已经很高，但看到影片后依然无限惊喜和感动。有情怀但不卖弄情怀，实乃国漫真君子"
小菲二二,2019-01-24,推荐,4,0,小白的脸也太像是殷琦+杨超越了！！！
啊砸,2019-01-20,很差,1,1,......
轻狂书生,2019-01-10,力荐,5,12,卧槽，以为是个蹭IP的烂片，没想到完美承接白蛇传，这对CP我站了！特效没槽点，小白，小青，小萝莉，都好喜欢！！
路易十七,2019-01-16,力荐,5,0,划时代级别的国创动画电影，叙事完整不像大圣归来剧情不够抖包袱来凑；国风元素应用出奇的新颖，根本不像前一阵子老谋子那样形而上牵强附会；细节详实故事逻辑合理，人物塑造足够精心因此十分讨喜；最后的煽情戏虽然略套路，但依然阻止不了影院里响起此起彼伏的抽泣声，其中也包括我在内。
venusloveme,2019-01-15,较差,2,4,除了开头结尾，中间剧情硬伤太多，美学风格也是开头结尾好
Christine,2019-01-22,推荐,4,2,阿宣比许仙好太多了吧 所以转世就是不靠谱
Amay,2019-01-23,力荐,5,0,终于又有好看的国产动画片了！额外加一星！
苏白墨,2019-01-11,还行,3,2,女主人设太单薄，基本没有个性展示，男主恋爱脑，反派智障，为了结尾的叶童和赵雅芝啊不，许仙和白娘子＋一星，跟着哼了起来
林落葵,2019-01-22,力荐,5,0,"我对这类古典爱情故事真的抵抗力为零，更何况创作团队对于整个故事的改编和结尾的架构完全构建在了我心上，仿佛那个故事刚好被填完整了一般，被补上了某个缺口。对，在我看来，缘起已经完美地解释了这一世白素贞的愚爱，因为小白记得啊，她记得那个为了她什么都可以做的阿宣。
希望《白蛇·缘起》能获得资本和更多观众姥爷们的青睐🙏🙏
太期待第二部会怎么处理情节了
8000万*3＝2.4亿的回本稳了，第二部静候佳音❤"
陈幻翔,2019-01-18,推荐,4,0,《白蛇：缘起》是最早被我看衰的动画电影，原因无非是觉得白蛇题材的一次次被透支以及对当下年轻人是否还相信纯真炙热爱情的怀疑，甚至观影开始时还带有某种不怀好意的内心嘲讽，例如小白小青的蛇精脸傻傻分不清；又见水墨风的重复感；开头段落有与《伯恩的身份》相似之处；村落戏有些许低幼感等等，但接下来的剧情铺陈让我不断由黑转粉，直到看完后大呼过瘾，至少我觉得里面的爱情片段很动容，感受到了院线电影中久违的真情实感，几处脸红心跳的性感片段处理大胆，勾得人心痒却并不猥琐，实属难得，剧中反派人物的造型与斗法之奇特、场面之宏大、想象力之丰富真是动足了心思，人物动作也是生动自然让人惊讶，应是近几年看过的国产动画里，个人最喜欢的一部了，至于那些认为剧情混乱不清、性感戏为了成人而成人、主角ML片段不分场合让人难以接受的负面
郭子,2019-01-19,推荐,4,0,追光有了华纳帮助后，故事和特效明显进步了不少，而且还加入了成人元素避免了低幼。虽然故事的感情戏稍显薄弱，师父的转变也缺少铺垫，但开头的《渡情》和结尾的青城山下白素贞都有挺感动，可以说是追光最佳动画。
句号,2019-01-22,还行,3,0,剧本虽有不足 视觉效果很赞
康我,2019-01-14,还行,3,1,变妖那里我不能接受 ，片尾曲好听。
Miss Curiosity,2019-01-15,力荐,5,0,啊～经费在燃烧～
