user,star,eval,content,votes,date
godwish,2010-04-06,要看剪辑过的 前面一大段 真的是一般 叙述的东西不准确 还好 我又看了完整版,推荐,4,0
佚名,2010-09-21,不得不说，黄色的头发比黑色的卷发好看,推荐,4,0
瓜子他妹葵瓜子,2011-12-14,主题很明确，看了之后感觉很怪，到底是因为什么对待一个善良的人的？仅仅因为之前为德国工作过？,力荐,5,0
[已注销],2010-01-15,先看的国内影院版，背剪得一塌糊涂，甚至搞不懂为什么女主角会知道吃巧克力来增加血糖，奶奶的，我也是学医才知道的啊。我当时是这样给我朋友解释的，足以见得当时欧洲犹太人的教育水平有多高！后来在网上下了完整版，差点没有把我气死！,推荐,4,0
seeku,2008-03-29,卡里斯-范-侯登，美丽的女主角  荷兰-犹太-卡里斯-范-侯登(Carice-van-Houte),推荐,4,0
優しいパパ,2011-06-12,这结局.......哎......好片云集的时代！感动呐T_T,力荐,5,0
南窗桐,2009-02-24,颇具观赏性，但是情节设置稍显仓促。,推荐,4,0
S@m,2009-09-20,看了完整版的，真的是部很好看的电影。央视放的阉割版简直就是狗屎~ 情节紧凑，能一直拽着观众往前走。主角穿红裙戴红花唱歌那一段拍得非常美~ 4,推荐,4,0
何亦诺诺,2011-10-03,看过很多同等题材的，都很不错，这部也是。揭露人性即可了，细节不必较真。,力荐,5,0
白日美人_S,2011-02-24,好久前看的了。。。记性不太好。。。没留下什么印象。。。,推荐,4,0
人家还小,2012-01-21,欧洲版【色戒】 但是它的格局较大 犹太人女间谍、伪装成爱国者的卖国贼、有良知的纳粹上尉、唯利是图的商人、充满正义感的反抗者，各色人物粉墨登场 充满了令人窒息的命运角逐 ,力荐,5,0
梦呓花喃,2008-11-19,电影看完又研读了影评，才发现真是好片子，不了解背景还是不行,力荐,5,0
陈默,2009-10-12,06的电影，今年才得以公映，更是号称外国版色戒。其实作为二战题材的电影，算是不错了，幸亏我看买的碟是未删减版。,推荐,4,0
小呀嘛小悟空,2012-12-04,从头到尾毫无冗赘，连贯，丰满，扣人心弦。战争，战争。给五颗星。,力荐,5,0
lovique,2012-09-24,在将胜未胜的临界点所有的攻击与反抗都带有延续的味道：麻木听命的进攻，等待被清算的虚空。两段：终于解放了，爱丽丝说我怎么感觉不到。蒙茨被杀，爱丽丝痛哭：这什么时候是个头。欢乐的气氛中，女人被当街羞辱。战争并没有临界点式的消亡，如村上所说，战争吮吸因暴力而流出的血，是完完全全的活物。,推荐,4,0
吗啡,2011-07-09,女主角超乎常人的果断、坚韧和忍耐，同时也很美艳。,推荐,4,0
童孝贤,2008-02-12,非常棒～但为什么评价不是那么高？,力荐,5,0
张迅,2007-11-29,很好的片子，可惜医生的形象编的牵强了,推荐,4,0
节能君,2014-05-25,节奏偏慢，但是能将一个复仇的故事讲得如此有意思很不容易,推荐,4,0
小悬子,2009-03-18,"2009.03.18
强烈鄙视广电总局的剪刀！",还行,3,0
Sea~Di,2010-04-17,我其实不太爱看战争类电影 但这部从一开始就吸引了我。不错,推荐,4,0
DBDB,2011-01-12,不深入其中不够精彩，深入其中又觉闹心，二战题材的电影以后要谨慎选择观看。,还行,3,0
某四,2008-01-01,无数个急转直下，从头至尾都在急转直下@_@,推荐,4,0
彦夕,2007-10-28,悬念 美丽的女主角 战争就是看你排到哪一队,推荐,4,0
id:2022222,2009-12-21,"Ja, das ist meine Melodie 
　　Nach der ich singen muss ",力荐,5,0
Zcc911,2014-03-31,Black.Book.Blu-ray.1080P.H264.LPCM.DD51,推荐,4,0
doee,2009-08-19,范霍文没有令人失望，商业性和艺术性的成功结合。,推荐,4,0
╯-╰,2012-10-21,情节紧凑 一波三折 拍摄也十分精细 取景采光打光都很不错 如果女主角更冷艳些演技更好些就五星了,推荐,4,0
迷走神经,2011-01-14,搞不懂为什么要拿色戒来和这部片子比,力荐,5,0
法兰西胶片,2008-10-20,即便到现在也是绝对被低估了,力荐,5,3
雷斯特雷波,2011-12-24,2战不错的关于荷兰抵抗组织的影片,还行,3,0
Lo,2008-04-15,人物少少脸谱化。Elis很出色。,推荐,4,0
蓝色的30道阴影,2009-02-07,不同类别的人穿插在同样的时空，而导演想要告诉我们的是这都是人类。,推荐,4,0
BladeWang可能,2011-04-06,”什么时候犹太人比有良知的荷兰人重要了？”,推荐,4,0
KevinZii,2012-08-03,节奏太快，如果这电影是三个小时会更好。,推荐,4,0
♫欧德伯裔,2009-03-24,三星半。节奏紧凑情节跌宕起伏，观赏性是足够了，但是总觉得感情线太过粗糙，女主角的行为动机是有了，但镜头给予的情感表现太少。还是可以一看吧,还行,3,0
残忍的虫子,2008-12-28,"绝对值五颗星
完美的剧情片
一个伟大的女人 ",力荐,5,0
老六,2009-10-07,看个毛啊~~！,力荐,5,0
秦先生,2014-02-07,很久没看这么多元素的电影了，战争、爱情、人性、剧情紧张，整合了各大战争年代片的精华，仿佛有色戒、无耻混蛋等，多种语言、女主角精彩表演及峰回路转的剧情，值得推荐。,力荐,5,0
黑豆,2010-04-04,其实一直不喜欢二战片的，拍的好的二战片有几部，这部还是不错，应该是有争议的地方比较多，片子的尺度也比较大，结尾也有些出乎意料,推荐,4,0
笑望江湖,2014-11-06,大概是史上最放荡的二战片，但非常精彩好看，范霍文毕竟曾是好莱坞商业片大师，叙事手法娴熟，剧情张力十足，几分钟一个转折，扣人心弦，战后斗争尤其震撼。欧洲式大胆香艳的情色场面类似本能，袒胸露乳家常便饭，染阴毛和男女小便都不避人。但与色戒相比太商业化，缺乏历史厚重感和悲剧底蕴，过于轻佻,力荐,5,0
heng,2013-07-12,Righteous chase evils till end of the world.,推荐,4,0
彭肉圆,2012-11-11,145分钟？要看完整版啊亲！画面真切却很美，比如尸体比如粪便呕吐物。剧情太赞了，跌宕起伏、高潮迭起，胆小如我都被剧情吸引而忘了对惊悚部分的害怕。,力荐,5,0
风中摇曳霸王花,2013-11-22,对红颜祸水这四个字进行了相当透彻的解释，其实这也是一部女权主义题材的电影,还行,3,0
船山遗风,2017-01-07,剧情一般，不过导演牛逼、女主强大，能把这部电影推上神作！辛德勒的名单式解救，色戒似的谍战，最后的西西里美丽传说。,力荐,5,0
超越风暴 丿,2011-02-11,所谓战争 便是人性赤裸裸的暴露 已无存在所谓的回归,推荐,4,0
WillRious,2014-04-20,"很欣慰那个付出全部生活情感的女人,最后得到了幸福.毁灭人性,诈骗感情钱财的人,总归会应天谴,;而爱丽丝也是很幸运的,有那么多男人舍身帮助,虽然善良也死在邪恶的手中.影片最后类似美国往事,而且贯穿的爱丽丝风情与战争的残酷形成的鲜明对比,让人不得不同情爱丽丝的遭遇,与她作为女人的独立与坚强",推荐,4,1
果,2010-03-26,好电影。喜欢这种风格的电影。,力荐,5,0
小婧。,2014-02-08,完全被吸引了。不管是故事情节还是人物，也没有多余的感慨。难道自己喜欢战争题材片么？啊啊啊啊啊。都没有喊停的意思，要不是为了找完整版浪费了好些时间，估计看完很久了。14.2.8,力荐,5,0
不醉无归爱谁谁,2011-02-12,啊～姐姐啊～机智与勇敢这两个词怎么配的上你！！加上美貌也不够！！,推荐,4,0
Joann,2009-09-21,中国配音的阉割版把所有精彩剧情都毁了！一定要看原版，可恶的国家广电总局！,推荐,4,0
楚翰彻,2018-02-11,放在同类题材中多少显得有些老生常谈，但执行力相当不错。范霍文特有的女性视角给了电影另一种视角，间谍剧情节的引入则让电影整体质感不与主流类型片过度偏离，而演员们直接的表演也相当有说服力。,推荐,4,0
大帆茄,2009-12-17,情节那个一波三折啊，但是觉得匠气有点重的说,推荐,4,0
火狐狸,2010-12-26,电影很棒，我是说剧情和演技。PS∶运气，是最捉摸不定又最不可或缺的元素～,力荐,5,0
元元,2014-04-18,有种看《加里森敢死队》的感觉。只是10岁觉得好看的情节现在已不能再感动我。整部电影里的情感--爱情，亲情，背叛，愤怒，感动--对我来说无一有说服力。,较差,2,0
大抒子,2012-08-05,挺好看的，就是后面散了。,还行,3,0
luna,2009-02-24,2009-18，汽车电影院，女主角很赞，特别是刚看完玩命快递3之后。被剪了太多了吧，没劲,还行,3,0
拖着懒步去天堂,2009-11-02,从PPS上看的，终于体会到情色镜头被硬生生的删掉是什么感觉了，咯的慌,推荐,4,0
funny_vee,2008-02-01,很精彩，情节出人意料。,推荐,4,0
Sabrina,2017-04-08,1. 有人拿这个片子比李安的《色戒》，其实还是我们李安更深邃啊！2.战争就是把人性最丑恶和最灿烂的那一面同时给激发出来的人类愚蠢极端实验吧！,力荐,5,0
AshBoydSwan,2016-05-29,故事还算精彩，但是拍得蛮平的，略匠气，而且有次反转感觉硬伤满满- -|| 女主角色很棒，演得也不错。打酱油的fetus!帅比好干瘦，像《动物世界》里的幼年小豹子！可爱！,还行,3,0
英年早睡,2018-10-25,很多战争片总是着力于如何表达出反战，或者直接偏向于一方的主旋律正义，而往往忽略了人的个体，这部电影就是反其道而为，描述一个一直被压逼被利用的受害者面对的真实的世界。这里没有任何一方是绝对的正义与邪恶，全部只有利益瓜葛的利用与被利用。在历史的大潮里个人只能不断被推动，完全无法自主，特显得在时代中一个人的无力感。,推荐,4,0
丰饶之海,2010-11-21,能够洗尽铅华，并缩小这因为盲俗而渲染的躁动和虚假，才能留下如片中“不忘收集邮票”一般的人道之花....,较差,2,0
陳長安,2013-11-27,倒不至于让色戒给它跪下，只是给它打了四星后会觉得以此为参照不该给色戒五颗星——当然已经给过的评分也不会去改。忘了谁说过，豆瓣儿上书和电影很多自己当时的评价日后再看会大有不同（多为一时激动/冲动打分偏高给星给多了（但那又怎样嘛，到底是曾给那时的自己带来过很美好的体验/惊喜/感动的嘛。,推荐,4,0
谢小封· D,2008-12-29,女主角的出色表演多打半颗星.,推荐,4,0
雨人,2009-10-18,看的是完整版！超赞！对很多二战史有了新的理解。正邪和善恶根本就不是那么回事！女主角很吸引人.,力荐,5,0
威廉,2014-05-31,看到女主角和反抗组织睡觉，染了阴毛和纳粹睡觉，第一反应就是色戒，简直就是欧洲版本的色戒。,还行,3,0
问津,2009-03-08,2009-03-08 用镶嵌家人照片的项链坠子，把棺材盖上的螺丝一个一个旋紧！,推荐,4,1
camac,2008-12-26,黑皮书.Black.Book.2006.BDRip.X264.AAC.HALFCD-TLF,力荐,5,0
海上蘼芜香,2009-09-20,"只有纳粹是残暴，无人道的吗？胜利后的部分德国人面对失败后的纳粹分子，和当时的纳粹的残暴与无人道相当。
因此，人内心有魔鬼和天使，魔鬼需要压制，天使需要鼓励。",推荐,4,0
Mr.D,2010-10-10,狗血剧情 傻逼情节,还行,3,0
布拉佛斯小铁匠,2013-03-21,整个故事节奏掌控的挺好 PS：再次看到西西里的美丽传说里的那一幕 战后清算所谓汉奸 诶·····,推荐,4,0
Jennifer李噗噗,2009-06-03,其实中国这边看到的版本都是删减了40多分钟的，保罗最擅长的镜头都被删了。。。很无语,推荐,4,0
cdgray,2011-01-29,并不是替纳粹翻案，但是确实让我们从另一个角度看到一些人在二战这段历史中的行为,推荐,4,0
侧耳倾听,2012-07-20,原来我看的是被剪掉了好多……,推荐,4,0
一苇杭,2013-07-01,尘归尘，土归土。邪恶在解放后则成了正义，正义则回归了尘土。幸运的是，沉冤昭雪。,推荐,4,0
苙原May,2016-09-28,1.敢于拍刺眼的画面，有一次冲击性，但不滥用；2.主角一路走向孤立（她也是这个路线，但处理的更圆润）战争中谁也没有那么团结，人人为了自己（主角运气未免太好了点，汉斯把她救出了那段没有理由）；3.总之就是走向转折都比较刻意，但是爱转的电影都比较好看；4.女主金发红裙太美，超吸睛,推荐,4,1
Mr.Zhao,2009-09-20,3星半~剧情很好~稍有跳跃。。。难道我看了剪辑版的？！学到一个知识：巧克力可以抵抗胰岛素~不错不错！,还行,3,0
浅绵。R。,2012-11-11,对于主角来说的大团圆结局。,推荐,4,0
24city,2015-04-11,节奏很快，故事完整，但不太丰满，一些情感细节其实可以再多铺垫些。不过其他都很优秀，谍战悬疑，人性诡谲，二战反思，最后以为是圆满结局，结果警报一拉响，一切又都从头开始。,推荐,4,0
葬爱家族,2012-03-12,保罗范霍文是我比较喜爱的一位导演，虽然有时重口味，但都是在商业电影营销框架之下,未打星,-1,1
AMY,2012-07-26,这女人这辈子经历的比电影情节还丰富,力荐,5,0
jerry,2008-03-09,保罗·维尔霍文导演。卡里斯·范·侯登主演。并非荷兰版色戒。,力荐,5,0
八部半,2009-03-28,看了有疑问，但是又说不出来,推荐,4,0
但丁的镜面,2014-10-12,"什么时候才是个头？女主惊呼这一句后，本以为故事会就此结束，谁知接下来悬念陡升，情色，战争在迅捷不乏冷静的叙事节奏里

面铺成了关于人性的“黑皮书”，艾莉斯冷艳隽秀的眼神，犹如荒芜里一束坚忍娇滴的玫瑰，惹人怜惜。",推荐,4,0
Sheldon,2009-04-08,非常不错的题材 好像国内公映的时候剪了不少,推荐,4,0
gaojason,2009-02-13,Black.Book.2006.BDRip.X264-TLF,推荐,4,0
非想_爱心觉罗,2011-08-28,每个人都可能是纳粹。与色戒复杂的内心戏比起来本剧间谍戏过于简单。优点是两个半小时不断递进出多个剧情波澜：德荷犹太三方间双重离间，被误认叛国后的浇粪侮辱，最终隐藏的内鬼。荷兰人反思自己民族中的隐性法西斯。女主侯登演出卖力虽不是绝色却顾盼生姿，胸部很漂亮乳头和乳晕几乎一样大十分精致,推荐,4,1
无敌敷哥霸气,2009-09-20,=  =！！！其实我知道电影很棒，可是天杀的广电总局你他妈还真有才！！！,推荐,4,0
法号无边,2012-10-11,赞！制作如此精良，故事又那么跌宕。我爱这样的电影。,推荐,4,0
小风暴骑兵,2012-08-13,这个导演电影里的主角总是给我一种cold and detached 的感觉 没办法为之悲喜 却也不讨厌 ,推荐,4,0
Mchicato.TM,2009-07-23,荷兰色戒。。只不过欧版王力宏是个叛徒,推荐,4,0
楚恻,2011-12-10,故事跌宕起伏，人物饱满，不再是一种颜色，一种面孔。,力荐,5,1
memory,2010-10-26,一个女人在战争中的血泪故事~~雷切尔有种说不清的魅惑，红裙红唇~~,推荐,4,0
Sparky | ✟,2011-12-28,黑皮书指的是圣经么 范霍文捅过这么正经的片儿啊,还行,3,0
Janus,2009-12-26,"Very Verhoeven"" ",推荐,4,0
Chrissy*嘿淡定,2009-02-04,"无聊  整个剧情混乱 
而且我看的是配音版...呃...",很差,1,0
L&M&爱你长久,2013-04-04,卡里斯·范·侯登在片中太肉感了.,未打星,-1,0
之之为,2012-09-20,首先不得不说女主角演技真实的棒！艾利斯是强大的更是乱世里的传奇。,力荐,5,0
葛团妹,2013-05-17,太烂了。。。女猪的表演，简直不是我理解的角色应该有的状态和形象，骚成这样的犹太人？？？无时不刻都在放荡，浪得一逼,较差,2,0
[已注销],2012-08-07,剧本真不错；不能信赖长的像凯文史派西的人,推荐,4,2
其实我也很萌嗒,2009-01-26,这是近期看过的最好的电影了..~在剧情紧张程度方面...~~,推荐,4,0
乔阿酥,2009-07-02,女主角太极品了，除了美艳之外，抽搐也演得十分逼真。我十分好奇国内院线上映的版本究竟剪掉了哪些部分。因为我觉得每一处裸露都是特别符合剧情需要的啵～～,力荐,5,0
Windywings,2007-04-30,“除非你先把枪拿开……然后吻我”,推荐,4,0
Andy,2009-03-17,女主角身材sexy,力荐,5,0
管策,2009-01-02,女主角家人死了，好像一点都不悲伤啊。,较差,2,0
萧公子爱芒果,2008-04-04,Thom Hoffman？Kevin Spacey？,推荐,4,0
文森特九六,2017-05-12,剧力太强大，甚至有些过分了。,力荐,5,2
Sophieven,2018-05-28,"All the characters have depth and complexity. The way the story evolves and stretches itself out is amazing, touching on quite some themes, humanity, love, loyalty, the duality of good and evil, and chaos of all these during wartime, The story positions itself well in time.",推荐,4,0
十二,2013-10-12,柔情战争片，美女在战争中最为可怜也最有优势，好吧，美女间谍是战争利器,推荐,4,0
清酒桃花,2012-05-15,【局中局，套中套，谁人能解】之前在电影院和父母一起看过阉版，如今在网上看了完整版，多出不过的也是香艳戏码，倒是能和之前的剧情衔接上。剧情题材虽正义积极，但是最后的结局过于局限，瞬间由家仇国恨下降为力逮内贼，女主雷切尔和门茨上尉的爱情挺有美感的（PS:女主很美)。,推荐,4,0
Holder Joe,2009-06-01,没想到大陆公映的版本删减那么多……今天看了完整版才真正理解里面一些人物的关系了……,力荐,5,0
任子miu,2012-06-17,亲爱的闵姐，还记得这片儿不，8晓得侬肚里的娃儿肿么样鸟，健康体魄是有多重要，一定要保持好习惯！@marie842011,力荐,5,0
Yuuuuuki,2011-12-17,惊艳的女主、紧凑丰满的剧情，没啥好挑剔的,力荐,5,0
ZN,2009-05-11,没有对错、混乱就是是真实,推荐,4,0
hassan,2008-01-10,2009.02.22 100min 大陆上映版,力荐,5,0
很仙的侠女,2009-10-06,"好看的，女主角很美，属于越看越有味道的。
剧情要好好看，才能发现细节！还有里面的歌曲的也很好看。",未打星,-1,0
安非他明,2010-05-31,这个女人的战争从二战中一直延续到战争结束。,推荐,4,0
草莓豆瓣酱,2012-09-04,悬疑片就是这样才过瘾，不到最后不知Boss是谁,力荐,5,0
cherrybomb,2011-11-22,译成中文版在中国上映时还在电影院看了一次。。你能阉割得再多点儿么？,推荐,4,0
alumiss,2014-03-01,紧张中透着naive，开挂一般的女主角，为了反转而反转，为了死人而死人的情节设置……女主角的围巾还挺好看的,还行,3,0
noname,2008-04-28,情节行云流水高潮迭起。述说可怕的战争和丑陋的人性。,力荐,5,0
漫天瑞雪,2012-10-30,终于看到聪明又漂亮，楼点点但一点都不贱的女演员了。,推荐,4,0
jo,2009-07-26,很精彩的间谍电影，敌人的定义不是敌军,推荐,4,0
Hey_Show,2010-02-06,女主角很养眼，故事很养心。,力荐,5,0
能嘛,2009-02-06,看的是广电总局剪刀手版。,推荐,4,0
冬天的冰块,2015-10-06,2014.9 866 去年刚迷上michiel huisman的时候就看了，忘了记录了。全世界都能拍出好电影哦，又是聚焦二战，超级喜欢这些主题下的电影，总觉得因为时代的特殊性拍出感人的好故事特别容易,力荐,5,0
未捷,2008-11-28,"有故事有内容，可以的片子。还有美女看。
补",推荐,4,0
琴萧一曲,2009-09-20,"佳片有约, 虾米都删没了. 细节模糊得一塌糊涂可能也因为此.",还行,3,0
一句话影评,2016-08-24,女主只有一条动机线 就是复仇 至于进入革命组织 爱上敌人上尉都是动机以外的事 为了惨死亲人的亡灵还是为了幸存犹太人的未来 从转变到升华过渡的略微生硬 带来的情感的震撼度共鸣性欠缺火候 同类题材里不算极佳 ,还行,3,0
崇子,2009-02-11,好吧~我只喜欢轻松的电影~这部看的时候我一直在担心女主角啊~不过~她的虎牙好可爱~~~,推荐,4,0
沉默的斯布雷斯,2013-08-15,剧情峰回路转，虽不如无耻混蛋。但女主角美丽勇敢聪慧更甚无耻混蛋的女主,推荐,4,0
ZeonGin Sou,2014-10-18,教你如何将《色戒》拍得紧凑刺激跌宕起伏。剧作细节处理技艺精湛而传统——每一把“枪”都有它独有的声响。机关算尽，处处人祸。PS：女主的终极一脱，真是触目惊心。,力荐,5,1
xjc_jovi,2008-08-12,电影不算短但整体控制力最后失去平衡，只是冲保罗•范霍文,还行,3,0
戴七,2012-05-29,电影好得没话说，战争的背景下很难说清楚对与错。可是我要吐槽一下字幕，风行者版本是哪个逼字幕组出品的，看的时候真他妈想砸电脑！翻译得狗屁不通导致对电影理解都有偏差！字幕组你们翻译的时候好好翻行吗！,力荐,5,0
哔呣咣啵の哸啐,2014-01-05,我觉得我评不了这个片子，信息量太大，每个人都会有自己的感受吧。,未打星,-1,0
乙烷,2011-07-17,毫无疑问，保罗·范霍文最好的电影,力荐,5,0
流言,2013-06-16,看的未删节全本，是反映二战在纳粹敌后斗争的好片，没有脸谱化，没有高大全，结局是风清云淡的美女带着两个孩子在教书……西施往事不必再提，那些，都是当年了。,推荐,4,0
celestebook,2011-12-19,电影味重了点 瑕不掩瑜,推荐,4,0
秋色月光,2011-04-17,"
要看完整版的
",推荐,4,0
frox_xia,2009-02-15,这个战争中的女人，承受了太多太多...我总想，当周围世界中已经没有人可以信任时，我们还能凭借什么活下去？,推荐,4,0
红头发的安妮,2009-02-19,“告诉我一切”“除非你把抢拿开……还要亲我……”,还行,3,0
FrozenElsa,2016-02-04,【8.2】第一段和第二段最多算个精彩，故事曲折的谍战片，但是第三部分则把电影深度一下子拔高了，最后50分钟左右，让我对这片不停的加分！红袍女演的真心不错啊！而且好喜欢她的长相，比GOT里美多了！这片居然有在天朝上映过。而且剪成了87分钟。。卧槽快剪了一半了啊。这看个卵啊,力荐,5,2
Kiki,2011-12-24,女主角选得太好了。似乎有屎之类不太和谐的画面，被纯洁的PPS屏蔽了。,推荐,4,0
Love Scarlett,2017-03-16,感觉剧情太赶了 紧赶慢赶 节奏很别扭。按住棺材板就是从这部电影来的吧。,还行,3,0
巴巴波,2012-02-19,没想到绕了这么多个圈，不错，超出预期了。,推荐,4,0
